sample,excitation_props,repetitions,photons_x_mean,photons_x_std,photons_y_mean,photons_y_std,total_photons_mean,total_photons_std,ratio_xy_mean,ratio_xy_std,datetime,ratio_outputs,on_intensity,on_polarization,off_intensity,off_polarization,sample_fluorescent_molecule,sample_num_molecules,sample_rdt,sample_rdt_unpied,sample_state_info,sample_fluorophore_holder
<__main__.SampleProperties object at 0x000001840322FE20>,<__main__.ExcitationProperties object at 0x000001840327FC10>,4,1029351.0,651.3620345092274,2744868.0,2254.465014144154,3774219.0,1703.708748583513,0.3750097158247999,0.0005298391145611529,20230524_184053,[],0.01,"(1, 0, 0)",0.01,"(0, 1, 0)",<class '__main__.rsEGFP2'>,20000000.0,417,132.73522253864073,<rotational_diffusion.src.components.fluorophore.PossibleStates object at 0x00000183ECDF6020>,<rotational_diffusion.src.components.fluorophore.FluorophoreCollection object at 0x000001840322F4C0>
<__main__.SampleProperties object at 0x000001840327E620>,<__main__.ExcitationProperties object at 0x000001840327DE40>,4,1028133.75,885.0224220323461,2634278.75,1581.2549407037436,3662412.5,2104.470301524828,0.39029047452311644,0.0003215595680677823,20230524_184701,[],0.01,"(1, 0, 0)",0.01,"(0, 1, 0)",<class '__main__.rsEGFP2'>,20000000.0,666,211.9943841984046,<rotational_diffusion.src.components.fluorophore.PossibleStates object at 0x00000183ECDF6020>,<rotational_diffusion.src.components.fluorophore.FluorophoreCollection object at 0x000001840327F880>
<__main__.SampleProperties object at 0x000001840322F520>,<__main__.ExcitationProperties object at 0x000001840327FB50>,4,1043460.5,1103.900018117583,2196219.0,1074.554558875444,3239679.5,1465.6432887984715,0.4751169174158154,0.0005735776456131429,20230524_185147,[],0.01,"(1, 0, 0)",0.01,"(0, 1, 0)",<class '__main__.rsEGFP2'>,20000000.0,2000,636.6197723675814,<rotational_diffusion.src.components.fluorophore.PossibleStates object at 0x00000183ECDF6020>,<rotational_diffusion.src.components.fluorophore.FluorophoreCollection object at 0x000001840327FAC0>
<__main__.SampleProperties object at 0x000001840327D930>,<__main__.ExcitationProperties object at 0x000001840327FFD0>,4,2742713.0,1548.0822006599003,6734552.0,3356.380416460566,9477265.0,1974.7655557052842,0.4072601126708597,0.00042633879942213077,20230524_185634,[],0.01,"(1, 0, 0)",0.05,"(0, 1, 0)",<class '__main__.rsEGFP2'>,20000000.0,250,79.57747154594767,<rotational_diffusion.src.components.fluorophore.PossibleStates object at 0x00000183ECDF6020>,<rotational_diffusion.src.components.fluorophore.FluorophoreCollection object at 0x000001840327F820>
<__main__.SampleProperties object at 0x00000183ECDF4640>,<__main__.ExcitationProperties object at 0x000001840327EB90>,4,2746844.0,2250.251874790909,6711191.25,1025.649885438496,9458035.25,1280.8759453983043,0.4092931188019793,0.0003962709216301939,20230524_190127,[],0.01,"(1, 0, 0)",0.05,"(0, 1, 0)",<class '__main__.rsEGFP2'>,20000000.0,260,82.76057040778558,<rotational_diffusion.src.components.fluorophore.PossibleStates object at 0x00000183ECDF6020>,<rotational_diffusion.src.components.fluorophore.FluorophoreCollection object at 0x000001840327EC80>
<__main__.SampleProperties object at 0x000001840327FB80>,<__main__.ExcitationProperties object at 0x000001840327F250>,4,2802822.5,974.2980806714135,6385817.5,647.9515799810971,9188640.0,954.4880826914498,0.4389136652771438,0.0001737616406100696,20230524_190615,[],0.01,"(1, 0, 0)",0.05,"(0, 1, 0)",<class '__main__.rsEGFP2'>,20000000.0,417,132.73522253864073,<rotational_diffusion.src.components.fluorophore.PossibleStates object at 0x00000183ECDF6020>,<rotational_diffusion.src.components.fluorophore.FluorophoreCollection object at 0x000001840327DE40>
<__main__.SampleProperties object at 0x00000183ECDF4640>,<__main__.ExcitationProperties object at 0x000001840327F970>,4,2886358.25,1362.5498844079068,5937642.5,1062.1681834813166,8824000.75,1752.6366387531673,0.4861118423684573,0.00024291565905907087,20230524_191106,[],0.01,"(1, 0, 0)",0.05,"(0, 1, 0)",<class '__main__.rsEGFP2'>,20000000.0,666,211.9943841984046,<rotational_diffusion.src.components.fluorophore.PossibleStates object at 0x00000183ECDF6020>,<rotational_diffusion.src.components.fluorophore.FluorophoreCollection object at 0x000001840327E950>
<__main__.SampleProperties object at 0x000001840327F760>,<__main__.ExcitationProperties object at 0x000001840327E230>,4,3140857.75,1068.5612698858217,4567889.25,2006.8929187926296,7708747.0,2474.989393916669,0.6875950969056422,0.0003383727563373353,20230524_191552,[],0.01,"(1, 0, 0)",0.05,"(0, 1, 0)",<class '__main__.rsEGFP2'>,20000000.0,2000,636.6197723675814,<rotational_diffusion.src.components.fluorophore.PossibleStates object at 0x00000183ECDF6020>,<rotational_diffusion.src.components.fluorophore.FluorophoreCollection object at 0x000001840327E620>
<__main__.SampleProperties object at 0x00000183ECDF5B70>,<__main__.ExcitationProperties object at 0x000001840327EAA0>,4,3538488.5,1271.8241820314631,7750842.25,2506.7665801785374,11289330.75,2736.1861573182478,0.4565295980425623,0.00022772955532655427,20230524_192039,[],0.01,"(1, 0, 0)",0.1,"(0, 1, 0)",<class '__main__.rsEGFP2'>,20000000.0,250,79.57747154594767,<rotational_diffusion.src.components.fluorophore.PossibleStates object at 0x00000183ECDF6020>,<rotational_diffusion.src.components.fluorophore.FluorophoreCollection object at 0x000001840327FAC0>
<__main__.SampleProperties object at 0x000001840322FD90>,<__main__.ExcitationProperties object at 0x000001840327F220>,4,3550229.75,1077.9421076755468,7719558.75,1097.1447887585302,11269788.5,1667.1518377160492,0.4599006121842872,0.00014345987534345803,20230524_192516,[],0.01,"(1, 0, 0)",0.1,"(0, 1, 0)",<class '__main__.rsEGFP2'>,20000000.0,260,82.76057040778558,<rotational_diffusion.src.components.fluorophore.PossibleStates object at 0x00000183ECDF6020>,<rotational_diffusion.src.components.fluorophore.FluorophoreCollection object at 0x000001840327E1A0>
<__main__.SampleProperties object at 0x000001840322FDF0>,<__main__.ExcitationProperties object at 0x000001840327D660>,4,3713700.0,2592.9200720423296,7230252.25,2513.975076944877,10943952.25,5041.827068385031,0.5136334756371737,0.000197300247804026,20230524_192958,[],0.01,"(1, 0, 0)",0.1,"(0, 1, 0)",<class '__main__.rsEGFP2'>,20000000.0,417,132.73522253864073,<rotational_diffusion.src.components.fluorophore.PossibleStates object at 0x00000183ECDF6020>,<rotational_diffusion.src.components.fluorophore.FluorophoreCollection object at 0x000001840327FF70>
<__main__.SampleProperties object at 0x000001840322FE20>,<__main__.ExcitationProperties object at 0x000001840327F6D0>,4,3926711.5,1031.7544523771148,6617254.5,3455.99280236519,10543966.0,3929.5766311397974,0.59340507268363,0.00029569717723535805,20230524_193432,[],0.01,"(1, 0, 0)",0.1,"(0, 1, 0)",<class '__main__.rsEGFP2'>,20000000.0,666,211.9943841984046,<rotational_diffusion.src.components.fluorophore.PossibleStates object at 0x00000183ECDF6020>,<rotational_diffusion.src.components.fluorophore.FluorophoreCollection object at 0x000001840327DA50>
<__main__.SampleProperties object at 0x000001840322FDF0>,<__main__.ExcitationProperties object at 0x000001840327EE60>,4,4431648.0,2589.6755588297156,5011808.0,790.1113845528363,9443456.0,1807.6098860096997,0.8842414784337616,0.000655376955551696,20230524_193918,[],0.01,"(1, 0, 0)",0.1,"(0, 1, 0)",<class '__main__.rsEGFP2'>,20000000.0,2000,636.6197723675814,<rotational_diffusion.src.components.fluorophore.PossibleStates object at 0x00000183ECDF6020>,<rotational_diffusion.src.components.fluorophore.FluorophoreCollection object at 0x000001840327EB30>
<__main__.SampleProperties object at 0x000001840322FFA0>,<__main__.ExcitationProperties object at 0x000001840327DFF0>,4,5699218.25,1534.84679610051,7475568.75,1713.3466337843022,13174787.0,2690.918895098847,0.7623792395614528,0.00021466752761308767,20230524_194350,[],0.01,"(1, 0, 0)",0.5,"(0, 1, 0)",<class '__main__.rsEGFP2'>,20000000.0,250,79.57747154594767,<rotational_diffusion.src.components.fluorophore.PossibleStates object at 0x00000183ECDF6020>,<rotational_diffusion.src.components.fluorophore.FluorophoreCollection object at 0x000001840327E8F0>
<__main__.SampleProperties object at 0x000001840327EA70>,<__main__.ExcitationProperties object at 0x000001840327EDA0>,4,5740817.0,1061.9945856735806,7419264.25,2030.817246209023,13160081.25,2075.3902494470767,0.7737718054591654,0.0002804797765482571,20230524_194833,[],0.01,"(1, 0, 0)",0.5,"(0, 1, 0)",<class '__main__.rsEGFP2'>,20000000.0,260,82.76057040778558,<rotational_diffusion.src.components.fluorophore.PossibleStates object at 0x00000183ECDF6020>,<rotational_diffusion.src.components.fluorophore.FluorophoreCollection object at 0x000001840327DF30>
<__main__.SampleProperties object at 0x000001840322FEE0>,<__main__.ExcitationProperties object at 0x000001840327F5E0>,4,6245477.25,523.8732551867865,6720597.0,2544.08382330457,12966074.25,2265.3960332577612,0.9293040878735239,0.0004037680649482703,20230524_195321,[],0.01,"(1, 0, 0)",0.5,"(0, 1, 0)",<class '__main__.rsEGFP2'>,20000000.0,417,132.73522253864073,<rotational_diffusion.src.components.fluorophore.PossibleStates object at 0x00000183ECDF6020>,<rotational_diffusion.src.components.fluorophore.FluorophoreCollection object at 0x000001840327E800>
<__main__.SampleProperties object at 0x000001840327F850>,<__main__.ExcitationProperties object at 0x000001840327DCF0>,4,6720821.75,1553.4835652494041,6047897.25,3224.947548023068,12768719.0,3768.1237373525832,1.1112661588748958,0.000612250589755323,20230524_195805,[],0.01,"(1, 0, 0)",0.5,"(0, 1, 0)",<class '__main__.rsEGFP2'>,20000000.0,666,211.9943841984046,<rotational_diffusion.src.components.fluorophore.PossibleStates object at 0x00000183ECDF6020>,<rotational_diffusion.src.components.fluorophore.FluorophoreCollection object at 0x000001840327E2C0>
<__main__.SampleProperties object at 0x000001840322FE20>,<__main__.ExcitationProperties object at 0x000001840327E110>,4,7513600.0,2644.060891885813,4782033.0,1361.92639301836,12295633.0,1737.1748616647662,1.5712148407278053,0.0009517836678682544,20230524_200239,[],0.01,"(1, 0, 0)",0.5,"(0, 1, 0)",<class '__main__.rsEGFP2'>,20000000.0,2000,636.6197723675814,<rotational_diffusion.src.components.fluorophore.PossibleStates object at 0x00000183ECDF6020>,<rotational_diffusion.src.components.fluorophore.FluorophoreCollection object at 0x000001840327D7B0>
<__main__.SampleProperties object at 0x000001840327FA00>,<__main__.ExcitationProperties object at 0x000001840327DB70>,4,6822605.0,3466.233041790468,6719457.0,1843.3889985567344,13542062.0,3100.355544127157,1.0153507857904946,0.0006885437108339466,20230524_200725,[],0.01,"(1, 0, 0)",1,"(0, 1, 0)",<class '__main__.rsEGFP2'>,20000000.0,250,79.57747154594767,<rotational_diffusion.src.components.fluorophore.PossibleStates object at 0x00000183ECDF6020>,<rotational_diffusion.src.components.fluorophore.FluorophoreCollection object at 0x000001840327FF70>
<__main__.SampleProperties object at 0x000001840322F520>,<__main__.ExcitationProperties object at 0x000001840327F400>,4,6871194.75,2824.470514538964,6663976.25,2048.212681217456,13535171.0,869.4371742685034,1.031095549824275,0.0007382644174788486,20230524_201215,[],0.01,"(1, 0, 0)",1,"(0, 1, 0)",<class '__main__.rsEGFP2'>,20000000.0,260,82.76057040778558,<rotational_diffusion.src.components.fluorophore.PossibleStates object at 0x00000183ECDF6020>,<rotational_diffusion.src.components.fluorophore.FluorophoreCollection object at 0x000001840327FB80>
<__main__.SampleProperties object at 0x000001840327EAA0>,<__main__.ExcitationProperties object at 0x000001840327FC70>,4,7409314.0,3826.433260884083,6031143.0,2364.9210346225095,13440457.0,5404.387893184574,1.228509155720844,0.0005757381647378472,20230524_201700,[],0.01,"(1, 0, 0)",1,"(0, 1, 0)",<class '__main__.rsEGFP2'>,20000000.0,417,132.73522253864073,<rotational_diffusion.src.components.fluorophore.PossibleStates object at 0x00000183ECDF6020>,<rotational_diffusion.src.components.fluorophore.FluorophoreCollection object at 0x000001840327EDD0>
<__main__.SampleProperties object at 0x000001840322FDF0>,<__main__.ExcitationProperties object at 0x000001840327C250>,4,7874004.25,1781.7152374888642,5474374.0,1950.1555066199207,13348378.25,3268.757361368384,1.4383388695925763,0.00043662368759542024,20230524_202155,[],0.01,"(1, 0, 0)",1,"(0, 1, 0)",<class '__main__.rsEGFP2'>,20000000.0,666,211.9943841984046,<rotational_diffusion.src.components.fluorophore.PossibleStates object at 0x00000183ECDF6020>,<rotational_diffusion.src.components.fluorophore.FluorophoreCollection object at 0x000001840327F9D0>
<__main__.SampleProperties object at 0x000001840327EDD0>,<__main__.ExcitationProperties object at 0x000001840327E500>,4,8570322.25,1542.630444241264,4516066.25,3095.252200952291,13086388.5,4562.216429543868,1.8977412689097903,0.000992250143358373,20230524_202646,[],0.01,"(1, 0, 0)",1,"(0, 1, 0)",<class '__main__.rsEGFP2'>,20000000.0,2000,636.6197723675814,<rotational_diffusion.src.components.fluorophore.PossibleStates object at 0x00000183ECDF6020>,<rotational_diffusion.src.components.fluorophore.FluorophoreCollection object at 0x000001840327FC10>
<__main__.SampleProperties object at 0x000001840322FFA0>,<__main__.ExcitationProperties object at 0x000001840327F550>,4,7913079.0,1928.1227917329331,5932362.0,977.4745520984166,13845441.0,2366.9162427090655,1.333883390219408,0.0003445858958173967,20230524_203139,[],0.01,"(1, 0, 0)",2,"(0, 1, 0)",<class '__main__.rsEGFP2'>,20000000.0,250,79.57747154594767,<rotational_diffusion.src.components.fluorophore.PossibleStates object at 0x00000183ECDF6020>,<rotational_diffusion.src.components.fluorophore.FluorophoreCollection object at 0x000001840327E5F0>
<__main__.SampleProperties object at 0x000001840327D690>,<__main__.ExcitationProperties object at 0x000001840327DBD0>,4,7956448.75,2024.1444334582452,5885869.5,1308.7720389739384,13842318.25,1789.3077397418253,1.3517882727564139,0.0005571635270464222,20230524_203635,[],0.01,"(1, 0, 0)",2,"(0, 1, 0)",<class '__main__.rsEGFP2'>,20000000.0,260,82.76057040778558,<rotational_diffusion.src.components.fluorophore.PossibleStates object at 0x00000183ECDF6020>,<rotational_diffusion.src.components.fluorophore.FluorophoreCollection object at 0x000001840327D450>
<__main__.SampleProperties object at 0x000001840322FFA0>,<__main__.ExcitationProperties object at 0x000001840327F490>,4,8442228.0,650.0949930587068,5380123.5,1825.8678073727024,13822351.5,1539.7007014351848,1.5691515448536095,0.0006112090332971736,20230524_204130,[],0.01,"(1, 0, 0)",2,"(0, 1, 0)",<class '__main__.rsEGFP2'>,20000000.0,417,132.73522253864073,<rotational_diffusion.src.components.fluorophore.PossibleStates object at 0x00000183ECDF6020>,<rotational_diffusion.src.components.fluorophore.FluorophoreCollection object at 0x000001840327F0A0>
<__main__.SampleProperties object at 0x000001840327DFF0>,<__main__.ExcitationProperties object at 0x000001840327E3E0>,4,8830869.25,1990.8169648413186,4959684.0,1651.176398813888,13790553.25,2209.763717572537,1.7805308586812483,0.0008022376179374133,20230524_204624,[],0.01,"(1, 0, 0)",2,"(0, 1, 0)",<class '__main__.rsEGFP2'>,20000000.0,666,211.9943841984046,<rotational_diffusion.src.components.fluorophore.PossibleStates object at 0x00000183ECDF6020>,<rotational_diffusion.src.components.fluorophore.FluorophoreCollection object at 0x000001840327EDD0>
<__main__.SampleProperties object at 0x000001840327C250>,<__main__.ExcitationProperties object at 0x00000184032C8AC0>,4,9379938.25,2859.543352967393,4278545.0,968.3411072550829,13658483.25,3182.6262249123756,2.192319728329478,0.0007560137150765166,20230524_205118,[],0.01,"(1, 0, 0)",2,"(0, 1, 0)",<class '__main__.rsEGFP2'>,20000000.0,2000,636.6197723675814,<rotational_diffusion.src.components.fluorophore.PossibleStates object at 0x00000183ECDF6020>,<rotational_diffusion.src.components.fluorophore.FluorophoreCollection object at 0x000001840322FE20>
