sample,excitation_props,repetitions,photons_x_mean,photons_x_std,photons_y_mean,photons_y_std,total_photons_mean,total_photons_std,ratio_xy_mean,ratio_xy_std,datetime,ratio_outputs,fluorescent_molecule,num_molecules,rdt,rdt_unpied,state_info,fluorophore_holder,on_properties,off_properties
<__main__.SampleProperties object at 0x000001EFEDC1A110>,<__main__.ExcitationProperties object at 0x000001EFEDC1A8F0>,2,1854.5,20.5,5187.0,17.0,7041.5,3.5,0.3575452300491959,0.005124015598773152,20230524_160444,[],<class 'rotational_diffusion.src.variables.molecule_properties.rsEGFP2'>,200000.0,250,79.57747154594767,<rotational_diffusion.src.components.fluorophore.PossibleStates object at 0x000001EFBD939C00>,<rotational_diffusion.src.components.fluorophore.FluorophoreCollection object at 0x000001EFEDC1A500>,<__main__.LaserProperties object at 0x000001EFEDC1A140>,<__main__.LaserProperties object at 0x000001EFEDC1A4D0>
