sample,excitation_props,repetitions,photons_x_mean,photons_x_std,photons_y_mean,photons_y_std,total_photons_mean,total_photons_std,ratio_xy_mean,ratio_xy_std,datetime,ratio_outputs,__module__,__annotations__,singlet_lifetime_ns,singlet_quantum_yield,rotational_diffusion_time_ns,__dict__,__weakref__,__doc__,__dataclass_params__,__dataclass_fields__,__init__,__repr__,__eq__,__hash__,__match_args__,num_molecules,rdt,rdt_unpied,dict,valid,orphan_states,state_info,orientations,states,transition_times,id,transition_events,intensity,polarization,intensity,polarization
<__main__.SampleProperties object at 0x00000199FC4DCCA0>,<__main__.ExcitationProperties object at 0x0000019A0358FB20>,4,9.75,2.680951323690902,37.5,6.020797289396148,47.25,8.699856320652657,0.255532701105584,0.02803586455313199,20230524_161436,[],rotational_diffusion.src.variables.molecule_properties,"{'singlet_lifetime_ns': <class 'float'>, 'singlet_quantum_yield': <class 'float'>, 'rotational_diffusion_time_ns': <class 'float'>}",3,0.35,23,<attribute '__dict__' of 'rsEGFP2' objects>,<attribute '__weakref__' of 'rsEGFP2' objects>,"rsEGFP2(singlet_lifetime_ns: float = 3, singlet_quantum_yield: float = 0.35, rotational_diffusion_time_ns: float = 23)","_DataclassParams(init=True,repr=True,eq=True,order=False,unsafe_hash=False,frozen=False)","{'singlet_lifetime_ns': Field(name='singlet_lifetime_ns',type=<class 'float'>,default=3,default_factory=<dataclasses._MISSING_TYPE object at 0x00000199FA135C30>,init=True,repr=True,hash=None,compare=True,metadata=mappingproxy({}),kw_only=False,_field_type=_FIELD), 'singlet_quantum_yield': Field(name='singlet_quantum_yield',type=<class 'float'>,default=0.35,default_factory=<dataclasses._MISSING_TYPE object at 0x00000199FA135C30>,init=True,repr=True,hash=None,compare=True,metadata=mappingproxy({}),kw_only=False,_field_type=_FIELD), 'rotational_diffusion_time_ns': Field(name='rotational_diffusion_time_ns',type=<class 'float'>,default=23,default_factory=<dataclasses._MISSING_TYPE object at 0x00000199FA135C30>,init=True,repr=True,hash=None,compare=True,metadata=mappingproxy({}),kw_only=False,_field_type=_FIELD)}",<function rsEGFP2.__init__ at 0x00000199FC4D64D0>,<function rsEGFP2.__repr__ at 0x00000199FC4D63B0>,<function rsEGFP2.__eq__ at 0x00000199FC4D67A0>,,"('singlet_lifetime_ns', 'singlet_quantum_yield', 'rotational_diffusion_time_ns')",2000.0,250,79.57747154594767,"{'off': <rotational_diffusion.src.components.fluorophore.ElectronicState object at 0x0000019999F7B9D0>, 'on': <rotational_diffusion.src.components.fluorophore.ElectronicState object at 0x00000199FB760D00>, 'excited': <rotational_diffusion.src.components.fluorophore.ElectronicState object at 0x00000199FC4A3520>}",True,[],<rotational_diffusion.src.components.fluorophore.PossibleStates object at 0x00000199FC4A3700>,<rotational_diffusion.src.components.fluorophore.Orientations object at 0x0000019A0358F340>,[0 0 0 ... 0 0 0],[inf inf inf ... inf inf inf],[   0    1    2 ... 1997 1998 1999],"{'x': [], 'y': [], 'z': [], 't': [], 'initial_state': [], 'final_state': []}",0.01,"(1, 0, 0)",0.001,"(0, 1, 0)"
<__main__.SampleProperties object at 0x0000019A0358FC70>,<__main__.ExcitationProperties object at 0x0000019A035E9F30>,4,15.25,4.085033659592048,37.75,0.82915619758885,53.0,4.743416490252569,0.4024054418791261,0.0996919580275283,20230524_161652,[],rotational_diffusion.src.variables.molecule_properties,"{'singlet_lifetime_ns': <class 'float'>, 'singlet_quantum_yield': <class 'float'>, 'rotational_diffusion_time_ns': <class 'float'>}",3,0.35,23,<attribute '__dict__' of 'rsEGFP2' objects>,<attribute '__weakref__' of 'rsEGFP2' objects>,"rsEGFP2(singlet_lifetime_ns: float = 3, singlet_quantum_yield: float = 0.35, rotational_diffusion_time_ns: float = 23)","_DataclassParams(init=True,repr=True,eq=True,order=False,unsafe_hash=False,frozen=False)","{'singlet_lifetime_ns': Field(name='singlet_lifetime_ns',type=<class 'float'>,default=3,default_factory=<dataclasses._MISSING_TYPE object at 0x00000199FA135C30>,init=True,repr=True,hash=None,compare=True,metadata=mappingproxy({}),kw_only=False,_field_type=_FIELD), 'singlet_quantum_yield': Field(name='singlet_quantum_yield',type=<class 'float'>,default=0.35,default_factory=<dataclasses._MISSING_TYPE object at 0x00000199FA135C30>,init=True,repr=True,hash=None,compare=True,metadata=mappingproxy({}),kw_only=False,_field_type=_FIELD), 'rotational_diffusion_time_ns': Field(name='rotational_diffusion_time_ns',type=<class 'float'>,default=23,default_factory=<dataclasses._MISSING_TYPE object at 0x00000199FA135C30>,init=True,repr=True,hash=None,compare=True,metadata=mappingproxy({}),kw_only=False,_field_type=_FIELD)}",<function rsEGFP2.__init__ at 0x00000199FC4D64D0>,<function rsEGFP2.__repr__ at 0x00000199FC4D63B0>,<function rsEGFP2.__eq__ at 0x00000199FC4D67A0>,,"('singlet_lifetime_ns', 'singlet_quantum_yield', 'rotational_diffusion_time_ns')",2000.0,260,82.76057040778558,"{'off': <rotational_diffusion.src.components.fluorophore.ElectronicState object at 0x0000019999F7B9D0>, 'on': <rotational_diffusion.src.components.fluorophore.ElectronicState object at 0x00000199FB760D00>, 'excited': <rotational_diffusion.src.components.fluorophore.ElectronicState object at 0x00000199FC4A3520>}",True,[],<rotational_diffusion.src.components.fluorophore.PossibleStates object at 0x00000199FC4A3700>,<rotational_diffusion.src.components.fluorophore.Orientations object at 0x0000019A035E92D0>,[0 0 0 ... 0 0 0],[inf inf inf ... inf inf inf],[   0    1    2 ... 1997 1998 1999],"{'x': [], 'y': [], 'z': [], 't': [], 'initial_state': [], 'final_state': []}",0.01,"(1, 0, 0)",0.001,"(0, 1, 0)"
