sample,excitation_props,repetitions,photons_x_mean,photons_x_std,photons_y_mean,photons_y_std,total_photons_mean,total_photons_std,ratio_xy_mean,ratio_xy_std,datetime,ratio_outputs,on_intensity,on_polarization,off_intensity,off_polarization,sample_fluorescent_molecule,sample_num_molecules,sample_rdt,sample_rdt_unpied,sample_state_info,sample_fluorophore_holder
<__main__.SampleProperties object at 0x000002DB976F2F50>,<__main__.ExcitationProperties object at 0x000002DBA04AF130>,4,424888.75,489.8384299950342,1214995.5,1226.8097855821006,1639884.25,1021.2099135339414,0.34970456398341454,0.0006729876176037916,20230529_194520,[],0.01,"(1, 0, 0)",0.05,"(0, 1, 0)","rsEGFP2(singlet_lifetime_ns=3, exc_to_off_state_probability=0.02, exc_to_on_state_probability=0.98)",100000.0,250,79.57747154594767,<rotational_diffusion.src.components.fluorophore.PossibleStates object at 0x000002DB0AEAA410>,<rotational_diffusion.src.components.fluorophore.FluorophoreCollection object at 0x000002DB976F2920>
<__main__.SampleProperties object at 0x000002DBA04AF1F0>,<__main__.ExcitationProperties object at 0x000002DBA5A578B0>,4,424539.25,280.45175610075967,1214980.0,1261.8215008470888,1639519.25,1180.5543983654459,0.34942124306887795,0.0005003316906993028,20230530_030349,[],0.01,"(1, 0, 0)",0.05,"(0, 1, 0)","rsEGFP2(singlet_lifetime_ns=3, exc_to_off_state_probability=0.02, exc_to_on_state_probability=0.98)",100000.0,260,82.76057040778558,<rotational_diffusion.src.components.fluorophore.PossibleStates object at 0x000002DB0AEAA410>,<rotational_diffusion.src.components.fluorophore.FluorophoreCollection object at 0x000002DBA5A57CD0>
<__main__.SampleProperties object at 0x000002DBA04AE740>,<__main__.ExcitationProperties object at 0x000002DBA5A57F70>,4,420359.0,353.09984423672574,1217945.25,917.0576249614852,1638304.25,1118.7996637021304,0.34513794513124296,0.00029172696285302075,20230530_102743,[],0.01,"(1, 0, 0)",0.05,"(0, 1, 0)","rsEGFP2(singlet_lifetime_ns=3, exc_to_off_state_probability=0.02, exc_to_on_state_probability=0.98)",100000.0,417,132.73522253864073,<rotational_diffusion.src.components.fluorophore.PossibleStates object at 0x000002DB0AEAA410>,<rotational_diffusion.src.components.fluorophore.FluorophoreCollection object at 0x000002DBA04AE860>
<__main__.SampleProperties object at 0x000002DB976F2B00>,<__main__.ExcitationProperties object at 0x000002DBA5A57B50>,4,417045.0,567.7481836166453,1216895.5,988.8208887356699,1633940.5,880.2628868695988,0.34271265798771594,0.0006457489201029902,20230531_010732,[],0.01,"(1, 0, 0)",0.05,"(0, 1, 0)","rsEGFP2(singlet_lifetime_ns=3, exc_to_off_state_probability=0.02, exc_to_on_state_probability=0.98)",100000.0,666,211.9943841984046,<rotational_diffusion.src.components.fluorophore.PossibleStates object at 0x000002DB0AEAA410>,<rotational_diffusion.src.components.fluorophore.FluorophoreCollection object at 0x000002DB2640FA60>
<__main__.SampleProperties object at 0x000002DBA04AF1F0>,<__main__.ExcitationProperties object at 0x000002DBA5A57CA0>,4,411789.25,525.5332410989813,1192773.75,461.81239426849515,1604563.0,966.463398168808,0.3452365760005493,0.00032253919592226284,20230531_091254,[],0.01,"(1, 0, 0)",0.05,"(0, 1, 0)","rsEGFP2(singlet_lifetime_ns=3, exc_to_off_state_probability=0.02, exc_to_on_state_probability=0.98)",100000.0,2000,636.6197723675814,<rotational_diffusion.src.components.fluorophore.PossibleStates object at 0x000002DB0AEAA410>,<rotational_diffusion.src.components.fluorophore.FluorophoreCollection object at 0x000002DBA04AE740>
<__main__.SampleProperties object at 0x000002DB976F2F50>,<__main__.ExcitationProperties object at 0x000002DBA5A57820>,4,1531635.25,1104.275865669444,4251811.0,1087.2685960699866,5783446.25,2049.5481666699125,0.3602312376119126,0.00020022861568862906,20230531_162309,[],0.01,"(1, 0, 0)",0.25,"(0, 1, 0)","rsEGFP2(singlet_lifetime_ns=3, exc_to_off_state_probability=0.02, exc_to_on_state_probability=0.98)",100000.0,250,79.57747154594767,<rotational_diffusion.src.components.fluorophore.PossibleStates object at 0x000002DB0AEAA410>,<rotational_diffusion.src.components.fluorophore.FluorophoreCollection object at 0x000002DBA04AF1C0>
<__main__.SampleProperties object at 0x000002DBA5A57FA0>,<__main__.ExcitationProperties object at 0x000002DBA5A57D90>,4,1530477.0,421.2594212596319,4250392.25,2155.0670958232367,5780869.25,2305.1889700195948,0.3600790810940767,0.000182622578547913,20230531_234646,[],0.01,"(1, 0, 0)",0.25,"(0, 1, 0)","rsEGFP2(singlet_lifetime_ns=3, exc_to_off_state_probability=0.02, exc_to_on_state_probability=0.98)",100000.0,260,82.76057040778558,<rotational_diffusion.src.components.fluorophore.PossibleStates object at 0x000002DB0AEAA410>,<rotational_diffusion.src.components.fluorophore.FluorophoreCollection object at 0x000002DBA5A57E50>
<__main__.SampleProperties object at 0x000002DBA04AF1C0>,<__main__.ExcitationProperties object at 0x000002DBA5A57A90>,4,1515142.0,842.1956423539605,4225668.75,250.63556710890018,5740810.75,926.6915276940865,0.35855673615670547,0.00019604442385026934,20230601_071046,[],0.01,"(1, 0, 0)",0.25,"(0, 1, 0)","rsEGFP2(singlet_lifetime_ns=3, exc_to_off_state_probability=0.02, exc_to_on_state_probability=0.98)",100000.0,417,132.73522253864073,<rotational_diffusion.src.components.fluorophore.PossibleStates object at 0x000002DB0AEAA410>,<rotational_diffusion.src.components.fluorophore.FluorophoreCollection object at 0x000002DBA04AEDA0>
<__main__.SampleProperties object at 0x000002DBA5A57D30>,<__main__.ExcitationProperties object at 0x000002DBA5A57820>,4,1502842.5,927.2050744037157,4167026.5,1336.946614491394,5669869.0,959.2755078703927,0.3606511410065062,0.00031423428709667715,20230601_144406,[],0.01,"(1, 0, 0)",0.25,"(0, 1, 0)","rsEGFP2(singlet_lifetime_ns=3, exc_to_off_state_probability=0.02, exc_to_on_state_probability=0.98)",100000.0,666,211.9943841984046,<rotational_diffusion.src.components.fluorophore.PossibleStates object at 0x000002DB0AEAA410>,<rotational_diffusion.src.components.fluorophore.FluorophoreCollection object at 0x000002DBA5A57CA0>
<__main__.SampleProperties object at 0x000002DBA04AEDA0>,<__main__.ExcitationProperties object at 0x000002DBA5A57A90>,4,1474114.0,1214.0821636116725,3855238.75,1051.868664567968,5329352.75,1961.2283618946572,0.3823664476146969,0.00027840082905581027,20230601_220810,[],0.01,"(1, 0, 0)",0.25,"(0, 1, 0)","rsEGFP2(singlet_lifetime_ns=3, exc_to_off_state_probability=0.02, exc_to_on_state_probability=0.98)",100000.0,2000,636.6197723675814,<rotational_diffusion.src.components.fluorophore.PossibleStates object at 0x000002DB0AEAA410>,<rotational_diffusion.src.components.fluorophore.FluorophoreCollection object at 0x000002DBA5A57AC0>
