molecule,num_molecules,rotational_diffusion_time_ns,rotational_diffusion_time_ns_unpied,collection_time_point_ns,collection_time_point_us,repetitions,excitation_scheme,singlet_polarization,singlet_intensity,crescent_polarization,crescent_intensity,trigger_polarization,trigger_intensity,num_x,num_y,total_num,ratio_xy_mean,ratio_xy_std,calculated_lifetime_mean,calculated_lifetime_std,datetime,trigger_number,collection_start_time
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,7853.981633974483,2500.0,10000,10.0,10,<function gentle_check at 0x000001BF159F0E50>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,20038,6982,33934,2.874813426456444,0.13823403993470032,10026.392701359877,0.03213783284006,20230508173215,1,10025
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,7853.981633974483,2500.0,20000,20.0,10,<function gentle_check at 0x000001BF159F0E50>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,20017,6762,33631,2.9634016891145327,0.12199295440066114,20026.358189122537,0.03622027569660228,20230508173222,1,20025
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,7853.981633974483,2500.0,30000,30.0,10,<function gentle_check at 0x000001BF159F0E50>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,19534,6526,32746,2.997766585318581,0.1107350677487182,30026.35439377828,0.026249136319282978,20230508173231,1,30025
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,7853.981633974483,2500.0,40000,40.0,10,<function gentle_check at 0x000001BF159F0E50>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,19194,6674,32515,2.879250023760747,0.127187066059729,40026.38917179266,0.03610043919777556,20230508173241,1,40025
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,7853.981633974483,2500.0,50000,50.0,10,<function gentle_check at 0x000001BF159F0E50>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,18442,6521,31407,2.8296175215112447,0.07969302065693193,50026.35970161726,0.025334179205790574,20230508173252,1,50025
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,7853.981633974483,2500.0,60000,60.0,10,<function gentle_check at 0x000001BF159F0E50>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,18131,6295,30677,2.8876096923945824,0.15202184965779325,60026.39806036737,0.03406223867893042,20230508173314,1,60025
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,7853.981633974483,2500.0,70000,70.0,10,<function gentle_check at 0x000001BF159F0E50>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,17994,6080,30219,2.969745056190028,0.20560761920148796,70026.34872189579,0.031778519170421154,20230508173340,1,70025
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,7853.981633974483,2500.0,80000,80.0,10,<function gentle_check at 0x000001BF159F0E50>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,17548,5935,29430,2.9592848489102908,0.10743829867554935,80026.37912977494,0.028547319378682722,20230508173409,1,80025
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,7853.981633974483,2500.0,90000,90.0,10,<function gentle_check at 0x000001BF159F0E50>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,17284,5924,29048,2.9215980061871187,0.1260390440244397,90026.37215543169,0.05187348129081257,20230508173442,1,90025
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,7853.981633974483,2500.0,100000,100.0,10,<function gentle_check at 0x000001BF159F0E50>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,16917,5834,28589,2.900852260806772,0.06754963118336675,100026.35881841826,0.017394464460103364,20230508173515,1,100025
