molecule,num_molecules,rotational_diffusion_time_ns,rotational_diffusion_time_ns_unpied,collection_time_point_ns,collection_time_point_us,repetitions,excitation_scheme,singlet_polarization,singlet_intensity,crescent_polarization,crescent_intensity,trigger_polarization,trigger_intensity,num_x,num_y,ratio_xy_mean,ratio_xy_std,datetime,trigger_number,collection_start_time
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,1000000.0,227451.30811990102,72400.0,5000000.0,5000.0,1,<function cw at 0x000001D3A74ED240>,"(0, 1, 0)",2,nan,nan,circular,10.24,704,1751,0.40205596801827526,0.0,20230508125805,1,25
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,1000000.0,227451.30811990102,72400.0,5000000.0,5000.0,1,<function cw at 0x000001D3A74ED240>,"(0, 1, 0)",2,nan,nan,circular,10.24,7,42,0.16666666666666666,0.0,20230508125805,2,125
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,1000000.0,227451.30811990102,72400.0,5000000.0,5000.0,1,<function cw at 0x000001D3A74ED240>,"(0, 1, 0)",2,nan,nan,circular,10.24,1,1,1.0,0.0,20230508125805,3,225
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,1000000.0,227451.30811990102,72400.0,5000000.0,5000.0,1,<function cw at 0x000001D3A74ED240>,"(0, 1, 0)",2,nan,nan,circular,10.24,0,1,nan,nan,20230508125805,4,325
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,1000000.0,227451.30811990102,72400.0,5000000.0,5000.0,1,<function cw at 0x000001D3A74ED240>,"(0, 1, 0)",2,nan,nan,circular,10.24,0,0,nan,nan,20230508125805,5,425
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,1000000.0,227451.30811990102,72400.0,5000000.0,5000.0,1,<function cw at 0x000001D3A74ED240>,"(0, 1, 0)",2,nan,nan,circular,10.24,0,0,nan,nan,20230508125805,6,525
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,1000000.0,227451.30811990102,72400.0,5000000.0,5000.0,1,<function cw at 0x000001D3A74ED240>,"(0, 1, 0)",2,nan,nan,circular,10.24,0,0,nan,nan,20230508125805,7,625
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,1000000.0,227451.30811990102,72400.0,5000000.0,5000.0,1,<function cw at 0x000001D3A74ED240>,"(0, 1, 0)",2,nan,nan,circular,10.24,0,0,nan,nan,20230508125805,8,725
