molecule,num_molecules,rotational_diffusion_time_ns,rotational_diffusion_time_ns_unpied,collection_time_point_ns,collection_time_point_us,repetitions,excitation_scheme,singlet_polarization,singlet_intensity,crescent_polarization,crescent_intensity,trigger_polarization,trigger_intensity,num_x,num_y,total_num,ratio_xy_mean,ratio_xy_std,datetime,trigger_number,collection_start_time
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133924,325,32425
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133924,326,32525
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133924,327,32625
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133924,328,32725
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133924,329,32825
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133924,330,32925
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133924,331,33025
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133924,332,33125
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133924,333,33225
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133924,334,33325
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133924,335,33425
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133924,336,33525
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133924,337,33625
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133924,338,33725
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133924,339,33825
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133924,340,33925
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133924,341,34025
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133924,342,34125
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133924,343,34225
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133924,344,34325
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133924,345,34425
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133924,346,34525
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133924,347,34625
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133924,348,34725
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133924,349,34825
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133924,350,34925
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133924,351,35025
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133924,352,35125
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133924,353,35225
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133924,354,35325
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133924,355,35425
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133924,356,35525
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133925,357,35625
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133925,358,35725
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133925,359,35825
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133925,360,35925
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133925,361,36025
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133925,362,36125
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133925,363,36225
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133925,364,36325
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133925,365,36425
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133925,366,36525
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133925,367,36625
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133925,368,36725
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133925,369,36825
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133925,370,36925
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133925,371,37025
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133925,372,37125
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133925,373,37225
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133925,374,37325
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133925,375,37425
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133925,376,37525
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133925,377,37625
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133925,378,37725
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133925,379,37825
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133925,380,37925
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133925,381,38025
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133925,382,38125
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133925,383,38225
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133925,384,38325
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133925,385,38425
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133925,386,38525
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133925,387,38625
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133925,388,38725
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133925,389,38825
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133925,390,38925
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133925,391,39025
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133925,392,39125
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133925,393,39225
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133925,394,39325
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133925,395,39425
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133925,396,39525
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133925,397,39625
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133925,398,39725
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133925,399,39825
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133925,400,39925
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133925,401,40025
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133925,402,40125
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133925,403,40225
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133925,404,40325
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133925,405,40425
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133925,406,40525
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133925,407,40625
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133925,408,40725
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133925,409,40825
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133925,410,40925
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133925,411,41025
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133925,412,41125
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,1,nan,nan,20230508133925,413,41225
