molecule,num_molecules,rotational_diffusion_time_ns,rotational_diffusion_time_ns_unpied,collection_time_point_ns,collection_time_point_us,repetitions,excitation_scheme,singlet_polarization,singlet_intensity,crescent_polarization,crescent_intensity,trigger_polarization,trigger_intensity,num_x,num_y,total_num,ratio_xy_mean,ratio_xy_std,datetime,trigger_number,collection_start_time
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133924,222,22125
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133924,223,22225
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133924,224,22325
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133924,225,22425
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133924,226,22525
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133924,227,22625
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,1,0,1,0.0,0.0,20230508133924,228,22725
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133924,229,22825
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133924,230,22925
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133924,231,23025
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133924,232,23125
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133924,233,23225
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,1,nan,nan,20230508133924,234,23325
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133924,235,23425
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,1,nan,nan,20230508133924,236,23525
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133924,237,23625
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133924,238,23725
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133924,239,23825
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133924,240,23925
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133924,241,24025
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133924,242,24125
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133924,243,24225
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133924,244,24325
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133924,245,24425
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133924,246,24525
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133924,247,24625
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133924,248,24725
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133924,249,24825
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,1,nan,nan,20230508133924,250,24925
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133924,251,25025
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133924,252,25125
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133924,253,25225
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133924,254,25325
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133924,255,25425
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133924,256,25525
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133924,257,25625
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133924,258,25725
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133924,259,25825
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133924,260,25925
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133924,261,26025
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,1,nan,nan,20230508133924,262,26125
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133924,263,26225
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133924,264,26325
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133924,265,26425
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133924,266,26525
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133924,267,26625
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133924,268,26725
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133924,269,26825
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133924,270,26925
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133924,271,27025
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133924,272,27125
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133924,273,27225
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133924,274,27325
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133924,275,27425
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133924,276,27525
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133924,277,27625
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133924,278,27725
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133924,279,27825
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133924,280,27925
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133924,281,28025
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133924,282,28125
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133924,283,28225
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133924,284,28325
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133924,285,28425
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133924,286,28525
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133924,287,28625
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133924,288,28725
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133924,289,28825
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133924,290,28925
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133924,291,29025
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133924,292,29125
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133924,293,29225
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133924,294,29325
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133924,295,29425
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133924,296,29525
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133924,297,29625
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133924,298,29725
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133924,299,29825
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133924,300,29925
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,1,nan,nan,20230508133924,301,30025
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133924,302,30125
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133924,303,30225
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133924,304,30325
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133924,305,30425
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133924,306,30525
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133924,307,30625
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133924,308,30725
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133924,309,30825
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133924,310,30925
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133924,311,31025
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133924,312,31125
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133924,313,31225
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133924,314,31325
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133924,315,31425
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133924,316,31525
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133924,317,31625
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133924,318,31725
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133924,319,31825
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133924,320,31925
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133924,321,32025
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133924,322,32125
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133924,323,32225
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,227451.30811990102,72400.0,5000000.0,5000.0,3,<function cw at 0x0000025EEAE91000>,"(0, 1, 0)",2,nan,nan,circular,0.64,0,0,0,nan,nan,20230508133924,324,32325
