molecule,num_molecules,rotational_diffusion_time_ns,rotational_diffusion_time_ns_unpied,collection_time_point_ns,collection_time_point_us,repetitions,excitation_scheme,singlet_polarization,singlet_intensity,crescent_polarization,crescent_intensity,trigger_polarization,trigger_intensity,num_x,num_y,ratio_xy_mean,ratio_xy_std,datetime,trigger_number,collection_start_time
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,200000.0,14545.573986120742,4630.0,10000,10.0,5,<function gentle_check at 0x0000025C17E5D990>,"(0, 1, 0)",2,"(1, 0, 0)",2,"(1, 0, 0)",0.25,72,38,2.102777777777778,0.8535329627603837,20230425145222,1,10025
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,200000.0,14545.573986120742,4630.0,20000,20.0,5,<function gentle_check at 0x0000025C17E5D990>,"(0, 1, 0)",2,"(1, 0, 0)",2,"(1, 0, 0)",0.25,69,10,4.5,2.701851217221259,20230425145222,1,20025
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,200000.0,14545.573986120742,4630.0,30000,30.0,5,<function gentle_check at 0x0000025C17E5D990>,"(0, 1, 0)",2,"(1, 0, 0)",2,"(1, 0, 0)",0.25,66,19,5.86,5.003039076401463,20230425145222,1,30025
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,200000.0,14545.573986120742,4630.0,40000,40.0,5,<function gentle_check at 0x0000025C17E5D990>,"(0, 1, 0)",2,"(1, 0, 0)",2,"(1, 0, 0)",0.25,66,37,1.888809523809524,0.5977544904381751,20230425145223,1,40025
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,200000.0,14545.573986120742,4630.0,50000,50.0,5,<function gentle_check at 0x0000025C17E5D990>,"(0, 1, 0)",2,"(1, 0, 0)",2,"(1, 0, 0)",0.25,78,31,2.633571428571429,0.6378039491497529,20230425145223,1,50025
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,200000.0,14545.573986120742,4630.0,60000,60.0,5,<function gentle_check at 0x0000025C17E5D990>,"(0, 1, 0)",2,"(1, 0, 0)",2,"(1, 0, 0)",0.25,78,17,7.183333333333333,5.740305837767802,20230425145223,1,60025
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,200000.0,14545.573986120742,4630.0,70000,70.0,5,<function gentle_check at 0x0000025C17E5D990>,"(0, 1, 0)",2,"(1, 0, 0)",2,"(1, 0, 0)",0.25,59,15,3.9333333333333327,0.48989794855663554,20230425145224,1,70025
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,200000.0,14545.573986120742,4630.0,80000,80.0,5,<function gentle_check at 0x0000025C17E5D990>,"(0, 1, 0)",2,"(1, 0, 0)",2,"(1, 0, 0)",0.25,67,22,3.2600000000000002,1.225361624628057,20230425145224,1,80025
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,200000.0,14545.573986120742,4630.0,90000,90.0,5,<function gentle_check at 0x0000025C17E5D990>,"(0, 1, 0)",2,"(1, 0, 0)",2,"(1, 0, 0)",0.25,77,14,6.033333333333333,2.0747155092793914,20230425145224,1,90025
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,200000.0,14545.573986120742,4630.0,100000,100.0,5,<function gentle_check at 0x0000025C17E5D990>,"(0, 1, 0)",2,"(1, 0, 0)",2,"(1, 0, 0)",0.25,54,13,4.466666666666667,1.1274356350191843,20230425145225,1,100025
