sample,excitation_props,repetitions,collection_time_point,photons_x_mean,photons_x_std,photons_y_mean,photons_y_std,total_photons_mean,total_photons_std,ratio_xy_mean,ratio_xy_std,datetime,ratio_outputs,excitation_intensity,excitation_polarization,trigger_intensity,trigger_polarization,crescent_intensity,crescent_polarization,sample_fluorescent_molecule,sample_num_molecules,sample_rdt,sample_rdt_unpied,sample_state_info,sample_fluorophore_holder
<__main__.SampleProperties object at 0x0000026DFE481AB0>,<__main__.ExcitationProperties object at 0x0000026DFE482470>,10,10000.0,2005.2,55.40721974616665,676.5,13.5,2681.7,57.12451312702805,2.9652551740617,0.09994309005206398,20230530_131449,[],2,"(0, 1, 0)",0.25,"(1, 0, 0)",0,"(1, 0, 0)","mScarlet(singlet_lifetime_ns=3, triplet_lifetime_ns=500000.0, triplet_quantum_yield=0.01)",20000000.0,7249,2307.4283649462986,<rotational_diffusion.src.fluorophore.PossibleStates object at 0x0000026DEFEEB970>,<rotational_diffusion.src.fluorophore.FluorophoreCollection object at 0x0000026DFE481C30>
<__main__.SampleProperties object at 0x0000026DFE4E0B80>,<__main__.ExcitationProperties object at 0x0000026DFE4E06D0>,10,20000.0,1963.9,37.80859690599481,679.3,20.090047287151915,2643.2,37.722142038860945,2.8940398514854317,0.11407306458119812,20230530_131508,[],2,"(0, 1, 0)",0.25,"(1, 0, 0)",0,"(1, 0, 0)","mScarlet(singlet_lifetime_ns=3, triplet_lifetime_ns=500000.0, triplet_quantum_yield=0.01)",20000000.0,7249,2307.4283649462986,<rotational_diffusion.src.fluorophore.PossibleStates object at 0x0000026DEFEEB970>,<rotational_diffusion.src.fluorophore.FluorophoreCollection object at 0x0000026DFE4E0310>
<__main__.SampleProperties object at 0x0000026DFE482650>,<__main__.ExcitationProperties object at 0x0000026DFE4E1240>,10,30000.0,1923.9,30.204138789245423,654.2,22.30156945149825,2578.1,34.071835876571136,2.944429959037682,0.11465945887343237,20230530_131523,[],2,"(0, 1, 0)",0.25,"(1, 0, 0)",0,"(1, 0, 0)","mScarlet(singlet_lifetime_ns=3, triplet_lifetime_ns=500000.0, triplet_quantum_yield=0.01)",20000000.0,7249,2307.4283649462986,<rotational_diffusion.src.fluorophore.PossibleStates object at 0x0000026DEFEEB970>,<rotational_diffusion.src.fluorophore.FluorophoreCollection object at 0x0000026DFE4E1E40>
<__main__.SampleProperties object at 0x0000026DFE4E2B00>,<__main__.ExcitationProperties object at 0x0000026DFE4E2740>,10,40000.0,1915.0,22.400892839349062,660.6,30.29257334727441,2575.6,40.34649922855761,2.9049885168494263,0.13719797474758785,20230530_131541,[],2,"(0, 1, 0)",0.25,"(1, 0, 0)",0,"(1, 0, 0)","mScarlet(singlet_lifetime_ns=3, triplet_lifetime_ns=500000.0, triplet_quantum_yield=0.01)",20000000.0,7249,2307.4283649462986,<rotational_diffusion.src.fluorophore.PossibleStates object at 0x0000026DEFEEB970>,<rotational_diffusion.src.fluorophore.FluorophoreCollection object at 0x0000026DFE4E2D40>
<__main__.SampleProperties object at 0x0000026DFE4E37F0>,<__main__.ExcitationProperties object at 0x0000026DFE4E34F0>,10,50000.0,1895.5,27.247935701627014,652.3,26.664770765937593,2547.8,32.90835760107149,2.9111259209268505,0.13467852580997092,20230530_131606,[],2,"(0, 1, 0)",0.25,"(1, 0, 0)",0,"(1, 0, 0)","mScarlet(singlet_lifetime_ns=3, triplet_lifetime_ns=500000.0, triplet_quantum_yield=0.01)",20000000.0,7249,2307.4283649462986,<rotational_diffusion.src.fluorophore.PossibleStates object at 0x0000026DEFEEB970>,<rotational_diffusion.src.fluorophore.FluorophoreCollection object at 0x0000026DFE4E3D00>
<__main__.SampleProperties object at 0x0000026DFE4E3E80>,<__main__.ExcitationProperties object at 0x0000026DFE4F0820>,10,60000.0,1817.0,47.68437899354463,637.0,20.528029618061254,2454.0,60.23454158537276,2.854255693397362,0.08758212715048498,20230530_131637,[],2,"(0, 1, 0)",0.25,"(1, 0, 0)",0,"(1, 0, 0)","mScarlet(singlet_lifetime_ns=3, triplet_lifetime_ns=500000.0, triplet_quantum_yield=0.01)",20000000.0,7249,2307.4283649462986,<rotational_diffusion.src.fluorophore.PossibleStates object at 0x0000026DEFEEB970>,<rotational_diffusion.src.fluorophore.FluorophoreCollection object at 0x0000026DFE4E3280>
<__main__.SampleProperties object at 0x0000026DFE4E34F0>,<__main__.ExcitationProperties object at 0x0000026DFE4F1F30>,10,70000.0,1780.9,42.2053314167772,606.3,23.125959439556233,2387.2,39.47860179894926,2.942565525762856,0.1510052526363375,20230530_131711,[],2,"(0, 1, 0)",0.25,"(1, 0, 0)",0,"(1, 0, 0)","mScarlet(singlet_lifetime_ns=3, triplet_lifetime_ns=500000.0, triplet_quantum_yield=0.01)",20000000.0,7249,2307.4283649462986,<rotational_diffusion.src.fluorophore.PossibleStates object at 0x0000026DEFEEB970>,<rotational_diffusion.src.fluorophore.FluorophoreCollection object at 0x0000026DFE4F1A80>
<__main__.SampleProperties object at 0x0000026DFE4E3DF0>,<__main__.ExcitationProperties object at 0x0000026DFE4F1DE0>,10,80000.0,1765.8,48.41446064968606,613.3,18.61209284309532,2379.1,53.576954000764175,2.881645446320725,0.11199399447664217,20230530_131746,[],2,"(0, 1, 0)",0.25,"(1, 0, 0)",0,"(1, 0, 0)","mScarlet(singlet_lifetime_ns=3, triplet_lifetime_ns=500000.0, triplet_quantum_yield=0.01)",20000000.0,7249,2307.4283649462986,<rotational_diffusion.src.fluorophore.PossibleStates object at 0x0000026DEFEEB970>,<rotational_diffusion.src.fluorophore.FluorophoreCollection object at 0x0000026DFE4E3BE0>
<__main__.SampleProperties object at 0x0000026DFE4F3610>,<__main__.ExcitationProperties object at 0x0000026DFE4F2C20>,10,90000.0,1636.7,250.5462232802562,557.1,84.42564776180281,2193.8,331.2777686473996,2.9381135745715636,0.14544674837709867,20230530_131820,[],2,"(0, 1, 0)",0.25,"(1, 0, 0)",0,"(1, 0, 0)","mScarlet(singlet_lifetime_ns=3, triplet_lifetime_ns=500000.0, triplet_quantum_yield=0.01)",20000000.0,7249,2307.4283649462986,<rotational_diffusion.src.fluorophore.PossibleStates object at 0x0000026DEFEEB970>,<rotational_diffusion.src.fluorophore.FluorophoreCollection object at 0x0000026DFE4F3B20>
<__main__.SampleProperties object at 0x0000026DFE481AB0>,<__main__.ExcitationProperties object at 0x0000026DFE4F4580>,10,100000.0,1702.2,39.37461110919065,583.7,29.846440323763904,2285.9,58.452459315241825,2.922630145289559,0.13788150693042878,20230530_131856,[],2,"(0, 1, 0)",0.25,"(1, 0, 0)",0,"(1, 0, 0)","mScarlet(singlet_lifetime_ns=3, triplet_lifetime_ns=500000.0, triplet_quantum_yield=0.01)",20000000.0,7249,2307.4283649462986,<rotational_diffusion.src.fluorophore.PossibleStates object at 0x0000026DEFEEB970>,<rotational_diffusion.src.fluorophore.FluorophoreCollection object at 0x0000026DFE4F3460>
<__main__.SampleProperties object at 0x0000026DFE4F3220>,<__main__.ExcitationProperties object at 0x0000026DFE4F5300>,10,110000.0,1649.2,29.393196491705353,579.9,20.79639391817726,2229.1,42.85662142539937,2.846812804369498,0.09127263296012214,20230530_131936,[],2,"(0, 1, 0)",0.25,"(1, 0, 0)",0,"(1, 0, 0)","mScarlet(singlet_lifetime_ns=3, triplet_lifetime_ns=500000.0, triplet_quantum_yield=0.01)",20000000.0,7249,2307.4283649462986,<rotational_diffusion.src.fluorophore.PossibleStates object at 0x0000026DEFEEB970>,<rotational_diffusion.src.fluorophore.FluorophoreCollection object at 0x0000026DFE4F5900>
<__main__.SampleProperties object at 0x0000026DFE4F3A00>,<__main__.ExcitationProperties object at 0x0000026DFE4F63B0>,10,120000.0,1626.5,46.484943799041,567.3,21.14734025829253,2193.8,62.646308749997395,2.869203018584198,0.08474428697303266,20230530_132033,[],2,"(0, 1, 0)",0.25,"(1, 0, 0)",0,"(1, 0, 0)","mScarlet(singlet_lifetime_ns=3, triplet_lifetime_ns=500000.0, triplet_quantum_yield=0.01)",20000000.0,7249,2307.4283649462986,<rotational_diffusion.src.fluorophore.PossibleStates object at 0x0000026DEFEEB970>,<rotational_diffusion.src.fluorophore.FluorophoreCollection object at 0x0000026DFE4F6500>
<__main__.SampleProperties object at 0x0000026DFE4F72E0>,<__main__.ExcitationProperties object at 0x0000026DFE4F7250>,10,130000.0,1600.8,25.285569006846572,553.6,20.269188439599645,2154.4,40.43562785465313,2.8947312377079006,0.0926233687012687,20230530_132137,[],2,"(0, 1, 0)",0.25,"(1, 0, 0)",0,"(1, 0, 0)","mScarlet(singlet_lifetime_ns=3, triplet_lifetime_ns=500000.0, triplet_quantum_yield=0.01)",20000000.0,7249,2307.4283649462986,<rotational_diffusion.src.fluorophore.PossibleStates object at 0x0000026DEFEEB970>,<rotational_diffusion.src.fluorophore.FluorophoreCollection object at 0x0000026DFE4F77F0>
<__main__.SampleProperties object at 0x0000026DFE4F7EE0>,<__main__.ExcitationProperties object at 0x0000026DFE4F8130>,10,140000.0,1581.1,38.61463453148301,546.5,26.833747408813405,2127.6,47.88152044369519,2.8998739086148655,0.15485223405372425,20230530_132248,[],2,"(0, 1, 0)",0.25,"(1, 0, 0)",0,"(1, 0, 0)","mScarlet(singlet_lifetime_ns=3, triplet_lifetime_ns=500000.0, triplet_quantum_yield=0.01)",20000000.0,7249,2307.4283649462986,<rotational_diffusion.src.fluorophore.PossibleStates object at 0x0000026DEFEEB970>,<rotational_diffusion.src.fluorophore.FluorophoreCollection object at 0x0000026DFE4F7D60>
<__main__.SampleProperties object at 0x0000026DFE4F9270>,<__main__.ExcitationProperties object at 0x0000026DFE4F97E0>,10,150000.0,1527.1,34.27958576179123,514.4,29.15544546049674,2041.5,40.81972562377165,2.9790862622563963,0.19596284807117878,20230530_132358,[],2,"(0, 1, 0)",0.25,"(1, 0, 0)",0,"(1, 0, 0)","mScarlet(singlet_lifetime_ns=3, triplet_lifetime_ns=500000.0, triplet_quantum_yield=0.01)",20000000.0,7249,2307.4283649462986,<rotational_diffusion.src.fluorophore.PossibleStates object at 0x0000026DEFEEB970>,<rotational_diffusion.src.fluorophore.FluorophoreCollection object at 0x0000026DFE4F9630>
<__main__.SampleProperties object at 0x0000026DFE4FA110>,<__main__.ExcitationProperties object at 0x0000026DFE4F9870>,10,160000.0,1510.4,41.0175572163921,508.3,18.061284561182244,2018.7,36.567882082505136,2.9764452899009344,0.15802951860153946,20230530_132510,[],2,"(0, 1, 0)",0.25,"(1, 0, 0)",0,"(1, 0, 0)","mScarlet(singlet_lifetime_ns=3, triplet_lifetime_ns=500000.0, triplet_quantum_yield=0.01)",20000000.0,7249,2307.4283649462986,<rotational_diffusion.src.fluorophore.PossibleStates object at 0x0000026DEFEEB970>,<rotational_diffusion.src.fluorophore.FluorophoreCollection object at 0x0000026DFE4FA590>
<__main__.SampleProperties object at 0x0000026DFE4FAFB0>,<__main__.ExcitationProperties object at 0x0000026DFE4FA8C0>,10,170000.0,1464.2,38.755128692858186,503.2,19.3225257148231,1967.4,43.51597407849214,2.914106742089949,0.13784340903864498,20230530_132626,[],2,"(0, 1, 0)",0.25,"(1, 0, 0)",0,"(1, 0, 0)","mScarlet(singlet_lifetime_ns=3, triplet_lifetime_ns=500000.0, triplet_quantum_yield=0.01)",20000000.0,7249,2307.4283649462986,<rotational_diffusion.src.fluorophore.PossibleStates object at 0x0000026DEFEEB970>,<rotational_diffusion.src.fluorophore.FluorophoreCollection object at 0x0000026DFE4FB4C0>
<__main__.SampleProperties object at 0x0000026DFE4E3280>,<__main__.ExcitationProperties object at 0x0000026DFE4FC370>,10,180000.0,1439.1,23.338594644922388,500.0,19.266551326067674,1939.1,23.3,2.883213611511799,0.13683065097143923,20230530_132745,[],2,"(0, 1, 0)",0.25,"(1, 0, 0)",0,"(1, 0, 0)","mScarlet(singlet_lifetime_ns=3, triplet_lifetime_ns=500000.0, triplet_quantum_yield=0.01)",20000000.0,7249,2307.4283649462986,<rotational_diffusion.src.fluorophore.PossibleStates object at 0x0000026DEFEEB970>,<rotational_diffusion.src.fluorophore.FluorophoreCollection object at 0x0000026DFE4FBE80>
<__main__.SampleProperties object at 0x0000026DFE4F3DC0>,<__main__.ExcitationProperties object at 0x0000026DFE4FCAC0>,10,190000.0,1375.1,43.1612094362519,489.6,13.395521639712282,1864.7,48.39431784827636,2.810031798906617,0.09969115156090659,20230530_132908,[],2,"(0, 1, 0)",0.25,"(1, 0, 0)",0,"(1, 0, 0)","mScarlet(singlet_lifetime_ns=3, triplet_lifetime_ns=500000.0, triplet_quantum_yield=0.01)",20000000.0,7249,2307.4283649462986,<rotational_diffusion.src.fluorophore.PossibleStates object at 0x0000026DEFEEB970>,<rotational_diffusion.src.fluorophore.FluorophoreCollection object at 0x0000026DFE4FCF40>
<__main__.SampleProperties object at 0x0000026DFE4FDE40>,<__main__.ExcitationProperties object at 0x0000026DFE4FE3B0>,10,200000.0,1385.4,34.380808600147844,468.1,22.353746889503782,1853.5,35.679826232760725,2.967205742970708,0.17405022593080471,20230530_133032,[],2,"(0, 1, 0)",0.25,"(1, 0, 0)",0,"(1, 0, 0)","mScarlet(singlet_lifetime_ns=3, triplet_lifetime_ns=500000.0, triplet_quantum_yield=0.01)",20000000.0,7249,2307.4283649462986,<rotational_diffusion.src.fluorophore.PossibleStates object at 0x0000026DEFEEB970>,<rotational_diffusion.src.fluorophore.FluorophoreCollection object at 0x0000026DFE4FE200>
<__main__.SampleProperties object at 0x0000026DFE4FEBF0>,<__main__.ExcitationProperties object at 0x0000026DFE4FE680>,10,210000.0,1369.2,40.016996389034496,457.7,20.12982861327935,1826.9,39.923551946188354,2.9983829099446453,0.1781315533675399,20230530_133202,[],2,"(0, 1, 0)",0.25,"(1, 0, 0)",0,"(1, 0, 0)","mScarlet(singlet_lifetime_ns=3, triplet_lifetime_ns=500000.0, triplet_quantum_yield=0.01)",20000000.0,7249,2307.4283649462986,<rotational_diffusion.src.fluorophore.PossibleStates object at 0x0000026DEFEEB970>,<rotational_diffusion.src.fluorophore.FluorophoreCollection object at 0x0000026DFE4FF100>
<__main__.SampleProperties object at 0x0000026DFE4FFC10>,<__main__.ExcitationProperties object at 0x0000026DFE508070>,10,220000.0,1327.1,40.631145688990856,463.6,27.67381433774535,1790.7,64.8151988348412,2.8689276502757037,0.11871682179819029,20230530_133337,[],2,"(0, 1, 0)",0.25,"(1, 0, 0)",0,"(1, 0, 0)","mScarlet(singlet_lifetime_ns=3, triplet_lifetime_ns=500000.0, triplet_quantum_yield=0.01)",20000000.0,7249,2307.4283649462986,<rotational_diffusion.src.fluorophore.PossibleStates object at 0x0000026DEFEEB970>,<rotational_diffusion.src.fluorophore.FluorophoreCollection object at 0x0000026DFE4FFC70>
<__main__.SampleProperties object at 0x0000026DFE4FBE80>,<__main__.ExcitationProperties object at 0x0000026DFE508E50>,10,230000.0,1279.3,27.491998836025,454.0,20.97617696340303,1733.3,37.81811735134365,2.8232446019014765,0.13280180774841274,20230530_133512,[],2,"(0, 1, 0)",0.25,"(1, 0, 0)",0,"(1, 0, 0)","mScarlet(singlet_lifetime_ns=3, triplet_lifetime_ns=500000.0, triplet_quantum_yield=0.01)",20000000.0,7249,2307.4283649462986,<rotational_diffusion.src.fluorophore.PossibleStates object at 0x0000026DEFEEB970>,<rotational_diffusion.src.fluorophore.FluorophoreCollection object at 0x0000026DFE4FEE00>
<__main__.SampleProperties object at 0x0000026DFE509AB0>,<__main__.ExcitationProperties object at 0x0000026DFE509EA0>,10,240000.0,1281.7,34.25799176834509,432.5,19.5,1714.2,37.9626131871872,2.9697417453703325,0.16021865451330022,20230530_133648,[],2,"(0, 1, 0)",0.25,"(1, 0, 0)",0,"(1, 0, 0)","mScarlet(singlet_lifetime_ns=3, triplet_lifetime_ns=500000.0, triplet_quantum_yield=0.01)",20000000.0,7249,2307.4283649462986,<rotational_diffusion.src.fluorophore.PossibleStates object at 0x0000026DEFEEB970>,<rotational_diffusion.src.fluorophore.FluorophoreCollection object at 0x0000026DFE509E70>
<__main__.SampleProperties object at 0x0000026DFE50A9B0>,<__main__.ExcitationProperties object at 0x0000026DFE50ADA0>,10,250000.0,1256.1,35.68038676920417,417.1,17.311556833514427,1673.2,30.912133540084223,3.018605456649741,0.18535817557994042,20230530_133830,[],2,"(0, 1, 0)",0.25,"(1, 0, 0)",0,"(1, 0, 0)","mScarlet(singlet_lifetime_ns=3, triplet_lifetime_ns=500000.0, triplet_quantum_yield=0.01)",20000000.0,7249,2307.4283649462986,<rotational_diffusion.src.fluorophore.PossibleStates object at 0x0000026DEFEEB970>,<rotational_diffusion.src.fluorophore.FluorophoreCollection object at 0x0000026DFE50AD70>
<__main__.SampleProperties object at 0x0000026DFE4FF7F0>,<__main__.ExcitationProperties object at 0x0000026DFE50BB50>,10,260000.0,1214.5,47.233991997289415,425.6,16.668533228811704,1640.1,48.10291051485347,2.8586240220985792,0.16758295954773222,20230530_134013,[],2,"(0, 1, 0)",0.25,"(1, 0, 0)",0,"(1, 0, 0)","mScarlet(singlet_lifetime_ns=3, triplet_lifetime_ns=500000.0, triplet_quantum_yield=0.01)",20000000.0,7249,2307.4283649462986,<rotational_diffusion.src.fluorophore.PossibleStates object at 0x0000026DEFEEB970>,<rotational_diffusion.src.fluorophore.FluorophoreCollection object at 0x0000026DFE4FFD30>
<__main__.SampleProperties object at 0x0000026DFE50BD90>,<__main__.ExcitationProperties object at 0x0000026DFE50B6D0>,10,270000.0,1214.8,25.3881862290318,414.4,19.319420281157505,1629.2,38.54036844660414,2.9363523858496,0.11802383790861151,20230530_134153,[],2,"(0, 1, 0)",0.25,"(1, 0, 0)",0,"(1, 0, 0)","mScarlet(singlet_lifetime_ns=3, triplet_lifetime_ns=500000.0, triplet_quantum_yield=0.01)",20000000.0,7249,2307.4283649462986,<rotational_diffusion.src.fluorophore.PossibleStates object at 0x0000026DEFEEB970>,<rotational_diffusion.src.fluorophore.FluorophoreCollection object at 0x0000026DFE50BEB0>
<__main__.SampleProperties object at 0x0000026DFE50BE80>,<__main__.ExcitationProperties object at 0x0000026DFE500040>,10,280000.0,1165.0,18.87855926706273,404.1,19.362076334938873,1569.1,32.475991131911584,2.8884950256479103,0.12456491841461359,20230530_134335,[],2,"(0, 1, 0)",0.25,"(1, 0, 0)",0,"(1, 0, 0)","mScarlet(singlet_lifetime_ns=3, triplet_lifetime_ns=500000.0, triplet_quantum_yield=0.01)",20000000.0,7249,2307.4283649462986,<rotational_diffusion.src.fluorophore.PossibleStates object at 0x0000026DEFEEB970>,<rotational_diffusion.src.fluorophore.FluorophoreCollection object at 0x0000026DFE50BB50>
<__main__.SampleProperties object at 0x0000026DFE4FF7F0>,<__main__.ExcitationProperties object at 0x0000026DFE50AEC0>,10,290000.0,1152.1,21.440382459275302,389.7,13.304510513355988,1541.8,21.231109250342996,2.9605860611306207,0.13468512649267536,20230530_134520,[],2,"(0, 1, 0)",0.25,"(1, 0, 0)",0,"(1, 0, 0)","mScarlet(singlet_lifetime_ns=3, triplet_lifetime_ns=500000.0, triplet_quantum_yield=0.01)",20000000.0,7249,2307.4283649462986,<rotational_diffusion.src.fluorophore.PossibleStates object at 0x0000026DEFEEB970>,<rotational_diffusion.src.fluorophore.FluorophoreCollection object at 0x0000026DFE50BD90>
<__main__.SampleProperties object at 0x0000026DFE50BF70>,<__main__.ExcitationProperties object at 0x0000026DFE50BBE0>,10,300000.0,1122.6,44.81562227616616,386.4,25.31876774252649,1509.0,54.092513345194085,2.916545509993983,0.20678060205538612,20230530_134706,[],2,"(0, 1, 0)",0.25,"(1, 0, 0)",0,"(1, 0, 0)","mScarlet(singlet_lifetime_ns=3, triplet_lifetime_ns=500000.0, triplet_quantum_yield=0.01)",20000000.0,7249,2307.4283649462986,<rotational_diffusion.src.fluorophore.PossibleStates object at 0x0000026DEFEEB970>,<rotational_diffusion.src.fluorophore.FluorophoreCollection object at 0x0000026DFE50BA60>
<__main__.SampleProperties object at 0x0000026DFE50BE20>,<__main__.ExcitationProperties object at 0x0000026DFE50B760>,10,310000.0,1097.8,27.27196362567243,380.6,23.316088865845405,1478.4,38.36456698569658,2.8946684255062594,0.18364022802859123,20230530_134900,[],2,"(0, 1, 0)",0.25,"(1, 0, 0)",0,"(1, 0, 0)","mScarlet(singlet_lifetime_ns=3, triplet_lifetime_ns=500000.0, triplet_quantum_yield=0.01)",20000000.0,7249,2307.4283649462986,<rotational_diffusion.src.fluorophore.PossibleStates object at 0x0000026DEFEEB970>,<rotational_diffusion.src.fluorophore.FluorophoreCollection object at 0x0000026DFE50BF40>
<__main__.SampleProperties object at 0x0000026DFE50BF10>,<__main__.ExcitationProperties object at 0x0000026DFE500070>,10,320000.0,1068.5,25.75752317285185,366.8,16.998823488700623,1435.3,29.95680223254812,2.9193387747104387,0.15293510280424336,20230530_135056,[],2,"(0, 1, 0)",0.25,"(1, 0, 0)",0,"(1, 0, 0)","mScarlet(singlet_lifetime_ns=3, triplet_lifetime_ns=500000.0, triplet_quantum_yield=0.01)",20000000.0,7249,2307.4283649462986,<rotational_diffusion.src.fluorophore.PossibleStates object at 0x0000026DEFEEB970>,<rotational_diffusion.src.fluorophore.FluorophoreCollection object at 0x0000026DFE50ADA0>
<__main__.SampleProperties object at 0x0000026DFE50BE50>,<__main__.ExcitationProperties object at 0x0000026DFE50B8B0>,10,330000.0,1053.3,36.10276997683142,367.1,13.619471355379401,1420.4,47.64493677191733,2.8702981659008717,0.06644133499058835,20230530_135252,[],2,"(0, 1, 0)",0.25,"(1, 0, 0)",0,"(1, 0, 0)","mScarlet(singlet_lifetime_ns=3, triplet_lifetime_ns=500000.0, triplet_quantum_yield=0.01)",20000000.0,7249,2307.4283649462986,<rotational_diffusion.src.fluorophore.PossibleStates object at 0x0000026DEFEEB970>,<rotational_diffusion.src.fluorophore.FluorophoreCollection object at 0x0000026DFE50BCA0>
<__main__.SampleProperties object at 0x0000026DFE4FFBB0>,<__main__.ExcitationProperties object at 0x0000026DFE50B850>,10,340000.0,1033.4,37.186556710725455,366.9,19.674602918483515,1400.3,43.64412904389318,2.82409867955275,0.17607970750796142,20230530_135453,[],2,"(0, 1, 0)",0.25,"(1, 0, 0)",0,"(1, 0, 0)","mScarlet(singlet_lifetime_ns=3, triplet_lifetime_ns=500000.0, triplet_quantum_yield=0.01)",20000000.0,7249,2307.4283649462986,<rotational_diffusion.src.fluorophore.PossibleStates object at 0x0000026DEFEEB970>,<rotational_diffusion.src.fluorophore.FluorophoreCollection object at 0x0000026DFE50BF70>
<__main__.SampleProperties object at 0x0000026DFE50A9B0>,<__main__.ExcitationProperties object at 0x0000026DFE50B970>,10,350000.0,1029.4,21.024747323095227,355.0,22.144976857066254,1384.4,29.74962184633613,2.9109097383978977,0.18695460197298672,20230530_135655,[],2,"(0, 1, 0)",0.25,"(1, 0, 0)",0,"(1, 0, 0)","mScarlet(singlet_lifetime_ns=3, triplet_lifetime_ns=500000.0, triplet_quantum_yield=0.01)",20000000.0,7249,2307.4283649462986,<rotational_diffusion.src.fluorophore.PossibleStates object at 0x0000026DEFEEB970>,<rotational_diffusion.src.fluorophore.FluorophoreCollection object at 0x0000026DFE50BE80>
<__main__.SampleProperties object at 0x0000026DFE509AE0>,<__main__.ExcitationProperties object at 0x0000026DFE50BDF0>,10,360000.0,990.8,27.956394617332183,352.0,24.61706725018234,1342.8,39.6,2.828527366250106,0.21402624593257283,20230530_135859,[],2,"(0, 1, 0)",0.25,"(1, 0, 0)",0,"(1, 0, 0)","mScarlet(singlet_lifetime_ns=3, triplet_lifetime_ns=500000.0, triplet_quantum_yield=0.01)",20000000.0,7249,2307.4283649462986,<rotational_diffusion.src.fluorophore.PossibleStates object at 0x0000026DEFEEB970>,<rotational_diffusion.src.fluorophore.FluorophoreCollection object at 0x0000026DFE50BFA0>
<__main__.SampleProperties object at 0x0000026DFE50BEE0>,<__main__.ExcitationProperties object at 0x0000026DFE50C130>,10,370000.0,976.7,14.184851074297537,335.4,23.56353114454623,1312.1,21.570581818764186,2.927655277663911,0.22532966088523984,20230530_140104,[],2,"(0, 1, 0)",0.25,"(1, 0, 0)",0,"(1, 0, 0)","mScarlet(singlet_lifetime_ns=3, triplet_lifetime_ns=500000.0, triplet_quantum_yield=0.01)",20000000.0,7249,2307.4283649462986,<rotational_diffusion.src.fluorophore.PossibleStates object at 0x0000026DEFEEB970>,<rotational_diffusion.src.fluorophore.FluorophoreCollection object at 0x0000026DFE50BBE0>
<__main__.SampleProperties object at 0x0000026DFE50AEC0>,<__main__.ExcitationProperties object at 0x0000026DFE509AE0>,10,380000.0,970.7,22.059238427470703,326.3,19.230444612644817,1297.0,28.170906978654415,2.9852495349765755,0.1897389136282201,20230530_140310,[],2,"(0, 1, 0)",0.25,"(1, 0, 0)",0,"(1, 0, 0)","mScarlet(singlet_lifetime_ns=3, triplet_lifetime_ns=500000.0, triplet_quantum_yield=0.01)",20000000.0,7249,2307.4283649462986,<rotational_diffusion.src.fluorophore.PossibleStates object at 0x0000026DEFEEB970>,<rotational_diffusion.src.fluorophore.FluorophoreCollection object at 0x0000026DFE50A9B0>
<__main__.SampleProperties object at 0x0000026DFE50B760>,<__main__.ExcitationProperties object at 0x0000026DFE50AD70>,10,390000.0,928.9,40.655749900844285,318.0,11.865917579353061,1246.9,45.62334928520703,2.9237382149886875,0.14054396297941135,20230530_140517,[],2,"(0, 1, 0)",0.25,"(1, 0, 0)",0,"(1, 0, 0)","mScarlet(singlet_lifetime_ns=3, triplet_lifetime_ns=500000.0, triplet_quantum_yield=0.01)",20000000.0,7249,2307.4283649462986,<rotational_diffusion.src.fluorophore.PossibleStates object at 0x0000026DEFEEB970>,<rotational_diffusion.src.fluorophore.FluorophoreCollection object at 0x0000026DFE50BFD0>
<__main__.SampleProperties object at 0x0000026DFE50AEF0>,<__main__.ExcitationProperties object at 0x0000026DFE504040>,10,400000.0,945.8,41.97570726027139,316.1,15.155527044613128,1261.9,43.764026322997296,2.9996538252424747,0.20593569735294495,20230530_140726,[],2,"(0, 1, 0)",0.25,"(1, 0, 0)",0,"(1, 0, 0)","mScarlet(singlet_lifetime_ns=3, triplet_lifetime_ns=500000.0, triplet_quantum_yield=0.01)",20000000.0,7249,2307.4283649462986,<rotational_diffusion.src.fluorophore.PossibleStates object at 0x0000026DEFEEB970>,<rotational_diffusion.src.fluorophore.FluorophoreCollection object at 0x0000026DFE50B6D0>
<__main__.SampleProperties object at 0x0000026DFE509AE0>,<__main__.ExcitationProperties object at 0x0000026DFE50BE80>,10,410000.0,928.7,29.065615424415153,311.1,12.332477447779906,1239.8,34.576870882137385,2.9889984655644946,0.13101571820802127,20230530_140941,[],2,"(0, 1, 0)",0.25,"(1, 0, 0)",0,"(1, 0, 0)","mScarlet(singlet_lifetime_ns=3, triplet_lifetime_ns=500000.0, triplet_quantum_yield=0.01)",20000000.0,7249,2307.4283649462986,<rotational_diffusion.src.fluorophore.PossibleStates object at 0x0000026DEFEEB970>,<rotational_diffusion.src.fluorophore.FluorophoreCollection object at 0x0000026DFE50BE20>
<__main__.SampleProperties object at 0x0000026DFE4FBE80>,<__main__.ExcitationProperties object at 0x0000026DFE50A3E0>,10,420000.0,888.3,17.303467860518598,310.7,17.900000000000002,1199.0,16.081044742180154,2.8702219382246974,0.19933184324021672,20230530_141155,[],2,"(0, 1, 0)",0.25,"(1, 0, 0)",0,"(1, 0, 0)","mScarlet(singlet_lifetime_ns=3, triplet_lifetime_ns=500000.0, triplet_quantum_yield=0.01)",20000000.0,7249,2307.4283649462986,<rotational_diffusion.src.fluorophore.PossibleStates object at 0x0000026DEFEEB970>,<rotational_diffusion.src.fluorophore.FluorophoreCollection object at 0x0000026DFE50BBE0>
