sample,excitation_props,repetitions,collection_time_point,photons_x_mean,photons_x_std,photons_y_mean,photons_y_std,total_photons_mean,total_photons_std,ratio_xy_mean,ratio_xy_std,datetime,ratio_outputs,excitation_intensity,excitation_polarization,trigger_intensity,trigger_polarization,sample_fluorescent_molecule,sample_num_molecules,sample_rdt,sample_rdt_unpied,sample_state_info,sample_fluorophore_holder
<__main__.SampleProperties object at 0x0000020E66837700>,<__main__.ExcitationProperties object at 0x0000020E6683A140>,10,210000.0,1343.0,36.48013157871008,456.3,13.274411474713295,1799.3,36.133225707096784,2.946192335800403,0.129078420349323,20230530_133315,[],2,"(0, 1, 0)",0.25,"(1, 0, 0)","mScarlet(singlet_lifetime_ns=3, triplet_lifetime_ns=500000.0, triplet_quantum_yield=0.01)",20000000.0,7249,2307.4283649462986,<rotational_diffusion.src.fluorophore.PossibleStates object at 0x0000020E4C242F50>,<rotational_diffusion.src.fluorophore.FluorophoreCollection object at 0x0000020E66837B20>
<__main__.SampleProperties object at 0x0000020E6683AEF0>,<__main__.ExcitationProperties object at 0x0000020E6683AF80>,10,220000.0,1307.9,40.188182342574294,447.9,16.071403174583107,1755.8,49.375702526647665,2.9223810579639142,0.10308560252218396,20230530_133452,[],2,"(0, 1, 0)",0.25,"(1, 0, 0)","mScarlet(singlet_lifetime_ns=3, triplet_lifetime_ns=500000.0, triplet_quantum_yield=0.01)",20000000.0,7249,2307.4283649462986,<rotational_diffusion.src.fluorophore.PossibleStates object at 0x0000020E4C242F50>,<rotational_diffusion.src.fluorophore.FluorophoreCollection object at 0x0000020E6683B400>
<__main__.SampleProperties object at 0x0000020E6683BEE0>,<__main__.ExcitationProperties object at 0x0000020E6683C220>,10,230000.0,1320.5,27.839719826176413,456.9,13.604778572251737,1777.4,31.077966471440824,2.892711896723437,0.10673545854217405,20230530_133634,[],2,"(0, 1, 0)",0.25,"(1, 0, 0)","mScarlet(singlet_lifetime_ns=3, triplet_lifetime_ns=500000.0, triplet_quantum_yield=0.01)",20000000.0,7249,2307.4283649462986,<rotational_diffusion.src.fluorophore.PossibleStates object at 0x0000020E4C242F50>,<rotational_diffusion.src.fluorophore.FluorophoreCollection object at 0x0000020E6683B880>
<__main__.SampleProperties object at 0x0000020E66837DC0>,<__main__.ExcitationProperties object at 0x0000020E6683CA00>,10,240000.0,1300.8,32.08675739304301,432.9,19.542006038275602,1733.7,41.129186716977514,3.010580397642671,0.1468451981405615,20230530_133814,[],2,"(0, 1, 0)",0.25,"(1, 0, 0)","mScarlet(singlet_lifetime_ns=3, triplet_lifetime_ns=500000.0, triplet_quantum_yield=0.01)",20000000.0,7249,2307.4283649462986,<rotational_diffusion.src.fluorophore.PossibleStates object at 0x0000020E4C242F50>,<rotational_diffusion.src.fluorophore.FluorophoreCollection object at 0x0000020E6683D180>
<__main__.SampleProperties object at 0x0000020E6683DE10>,<__main__.ExcitationProperties object at 0x0000020E6683DF30>,10,250000.0,1249.1,13.02651142862125,439.5,11.092790451459903,1688.6,19.158288023724875,2.843720294494266,0.07056555968778647,20230530_133956,[],2,"(0, 1, 0)",0.25,"(1, 0, 0)","mScarlet(singlet_lifetime_ns=3, triplet_lifetime_ns=500000.0, triplet_quantum_yield=0.01)",20000000.0,7249,2307.4283649462986,<rotational_diffusion.src.fluorophore.PossibleStates object at 0x0000020E4C242F50>,<rotational_diffusion.src.fluorophore.FluorophoreCollection object at 0x0000020E6683E230>
<__main__.SampleProperties object at 0x0000020E6683BC70>,<__main__.ExcitationProperties object at 0x0000020E6683F010>,10,260000.0,1213.4,35.91434253887993,411.9,15.940200751558935,1625.3,42.25647879319809,2.9496097486813406,0.12858957426371687,20230530_134148,[],2,"(0, 1, 0)",0.25,"(1, 0, 0)","mScarlet(singlet_lifetime_ns=3, triplet_lifetime_ns=500000.0, triplet_quantum_yield=0.01)",20000000.0,7249,2307.4283649462986,<rotational_diffusion.src.fluorophore.PossibleStates object at 0x0000020E4C242F50>,<rotational_diffusion.src.fluorophore.FluorophoreCollection object at 0x0000020E6683ED70>
<__main__.SampleProperties object at 0x0000020E6682FCD0>,<__main__.ExcitationProperties object at 0x0000020E6683F310>,10,270000.0,1202.2,34.692362271831534,405.9,12.136309158883519,1608.1,40.272695464793514,2.963614127410257,0.1015726073242636,20230530_134340,[],2,"(0, 1, 0)",0.25,"(1, 0, 0)","mScarlet(singlet_lifetime_ns=3, triplet_lifetime_ns=500000.0, triplet_quantum_yield=0.01)",20000000.0,7249,2307.4283649462986,<rotational_diffusion.src.fluorophore.PossibleStates object at 0x0000020E4C242F50>,<rotational_diffusion.src.fluorophore.FluorophoreCollection object at 0x0000020E6683BDF0>
<__main__.SampleProperties object at 0x0000020E6683E2F0>,<__main__.ExcitationProperties object at 0x0000020E6683DF30>,10,280000.0,1196.6,36.42032399636225,410.7,11.916794871105234,1607.3,35.139863403263256,2.916721784918084,0.1394300032353823,20230530_134535,[],2,"(0, 1, 0)",0.25,"(1, 0, 0)","mScarlet(singlet_lifetime_ns=3, triplet_lifetime_ns=500000.0, triplet_quantum_yield=0.01)",20000000.0,7249,2307.4283649462986,<rotational_diffusion.src.fluorophore.PossibleStates object at 0x0000020E4C242F50>,<rotational_diffusion.src.fluorophore.FluorophoreCollection object at 0x0000020E6683DE10>
<__main__.SampleProperties object at 0x0000020E66837A00>,<__main__.ExcitationProperties object at 0x0000020E6683F0A0>,10,290000.0,1169.3,29.80620740718282,384.4,27.939935576160515,1553.7,33.914746055366535,3.0600427207004173,0.2587515008472595,20230530_134733,[],2,"(0, 1, 0)",0.25,"(1, 0, 0)","mScarlet(singlet_lifetime_ns=3, triplet_lifetime_ns=500000.0, triplet_quantum_yield=0.01)",20000000.0,7249,2307.4283649462986,<rotational_diffusion.src.fluorophore.PossibleStates object at 0x0000020E4C242F50>,<rotational_diffusion.src.fluorophore.FluorophoreCollection object at 0x0000020E6683F400>
<__main__.SampleProperties object at 0x0000020E6683ED70>,<__main__.ExcitationProperties object at 0x0000020E6683DE10>,10,300000.0,1131.3,26.14211162090775,382.5,19.288597668052493,1513.8,32.22049037491515,2.9652528848559236,0.16474675210234876,20230530_134928,[],2,"(0, 1, 0)",0.25,"(1, 0, 0)","mScarlet(singlet_lifetime_ns=3, triplet_lifetime_ns=500000.0, triplet_quantum_yield=0.01)",20000000.0,7249,2307.4283649462986,<rotational_diffusion.src.fluorophore.PossibleStates object at 0x0000020E4C242F50>,<rotational_diffusion.src.fluorophore.FluorophoreCollection object at 0x0000020E6683E6B0>
<__main__.SampleProperties object at 0x0000020E6683F640>,<__main__.ExcitationProperties object at 0x0000020E6683F580>,10,310000.0,1089.4,38.239246854508,390.5,16.27421273057471,1479.9,37.56980170296351,2.7957842854053134,0.17333855654448505,20230530_135127,[],2,"(0, 1, 0)",0.25,"(1, 0, 0)","mScarlet(singlet_lifetime_ns=3, triplet_lifetime_ns=500000.0, triplet_quantum_yield=0.01)",20000000.0,7249,2307.4283649462986,<rotational_diffusion.src.fluorophore.PossibleStates object at 0x0000020E4C242F50>,<rotational_diffusion.src.fluorophore.FluorophoreCollection object at 0x0000020E6683F430>
<__main__.SampleProperties object at 0x0000020E6682FCD0>,<__main__.ExcitationProperties object at 0x0000020E6683E110>,10,320000.0,1076.2,22.617692189964917,355.4,15.994999218505765,1431.6,30.259543948975832,3.033864187722151,0.1411956926444607,20230530_135333,[],2,"(0, 1, 0)",0.25,"(1, 0, 0)","mScarlet(singlet_lifetime_ns=3, triplet_lifetime_ns=500000.0, triplet_quantum_yield=0.01)",20000000.0,7249,2307.4283649462986,<rotational_diffusion.src.fluorophore.PossibleStates object at 0x0000020E4C242F50>,<rotational_diffusion.src.fluorophore.FluorophoreCollection object at 0x0000020E66837A00>
<__main__.SampleProperties object at 0x0000020E6683EBF0>,<__main__.ExcitationProperties object at 0x0000020E6683F400>,10,330000.0,1065.6,36.78097334220507,358.4,12.427389106324787,1424.0,39.59292866156784,2.976582535615896,0.14126002969333706,20230530_135534,[],2,"(0, 1, 0)",0.25,"(1, 0, 0)","mScarlet(singlet_lifetime_ns=3, triplet_lifetime_ns=500000.0, triplet_quantum_yield=0.01)",20000000.0,7249,2307.4283649462986,<rotational_diffusion.src.fluorophore.PossibleStates object at 0x0000020E4C242F50>,<rotational_diffusion.src.fluorophore.FluorophoreCollection object at 0x0000020E6683ED70>
<__main__.SampleProperties object at 0x0000020E6683F760>,<__main__.ExcitationProperties object at 0x0000020E6683F670>,10,340000.0,1047.1,31.627361571904792,355.7,20.298029461009264,1402.8,37.72744359216511,2.9539507763259243,0.20222918167635767,20230530_135733,[],2,"(0, 1, 0)",0.25,"(1, 0, 0)","mScarlet(singlet_lifetime_ns=3, triplet_lifetime_ns=500000.0, triplet_quantum_yield=0.01)",20000000.0,7249,2307.4283649462986,<rotational_diffusion.src.fluorophore.PossibleStates object at 0x0000020E4C242F50>,<rotational_diffusion.src.fluorophore.FluorophoreCollection object at 0x0000020E6683F1F0>
<__main__.SampleProperties object at 0x0000020E6683ED10>,<__main__.ExcitationProperties object at 0x0000020E6683EF20>,10,350000.0,1032.9,29.700000000000003,340.7,15.843295111813074,1373.6,26.669083223838047,3.0402540117307475,0.20102534387378132,20230530_135941,[],2,"(0, 1, 0)",0.25,"(1, 0, 0)","mScarlet(singlet_lifetime_ns=3, triplet_lifetime_ns=500000.0, triplet_quantum_yield=0.01)",20000000.0,7249,2307.4283649462986,<rotational_diffusion.src.fluorophore.PossibleStates object at 0x0000020E4C242F50>,<rotational_diffusion.src.fluorophore.FluorophoreCollection object at 0x0000020E6683F4F0>
<__main__.SampleProperties object at 0x0000020E668331C0>,<__main__.ExcitationProperties object at 0x0000020E6683F5E0>,10,360000.0,1001.5,19.345542122153102,349.3,16.27912774076056,1350.8,26.4,2.8733371158211254,0.1433748723199576,20230530_140140,[],2,"(0, 1, 0)",0.25,"(1, 0, 0)","mScarlet(singlet_lifetime_ns=3, triplet_lifetime_ns=500000.0, triplet_quantum_yield=0.01)",20000000.0,7249,2307.4283649462986,<rotational_diffusion.src.fluorophore.PossibleStates object at 0x0000020E4C242F50>,<rotational_diffusion.src.fluorophore.FluorophoreCollection object at 0x0000020E66837DC0>
<__main__.SampleProperties object at 0x0000020E6683F4C0>,<__main__.ExcitationProperties object at 0x0000020E6683F490>,10,370000.0,963.5,24.046829312822098,338.6,15.799999999999999,1302.1,28.243406310146092,2.8517991178135267,0.15069721331995176,20230530_140401,[],2,"(0, 1, 0)",0.25,"(1, 0, 0)","mScarlet(singlet_lifetime_ns=3, triplet_lifetime_ns=500000.0, triplet_quantum_yield=0.01)",20000000.0,7249,2307.4283649462986,<rotational_diffusion.src.fluorophore.PossibleStates object at 0x0000020E4C242F50>,<rotational_diffusion.src.fluorophore.FluorophoreCollection object at 0x0000020E6683F370>
<__main__.SampleProperties object at 0x0000020E66837A30>,<__main__.ExcitationProperties object at 0x0000020E6683D030>,10,380000.0,962.0,28.124722220850465,324.5,13.807606599262597,1286.5,33.8976400358491,2.969296288770456,0.14149734951443285,20230530_140618,[],2,"(0, 1, 0)",0.25,"(1, 0, 0)","mScarlet(singlet_lifetime_ns=3, triplet_lifetime_ns=500000.0, triplet_quantum_yield=0.01)",20000000.0,7249,2307.4283649462986,<rotational_diffusion.src.fluorophore.PossibleStates object at 0x0000020E4C242F50>,<rotational_diffusion.src.fluorophore.FluorophoreCollection object at 0x0000020E6683F460>
<__main__.SampleProperties object at 0x0000020E6683F5B0>,<__main__.ExcitationProperties object at 0x0000020E6683F7C0>,10,390000.0,954.2,33.37903533657017,336.0,18.2208671582886,1290.2,30.112455894529756,2.8499990352952245,0.20679163305463463,20230530_140836,[],2,"(0, 1, 0)",0.25,"(1, 0, 0)","mScarlet(singlet_lifetime_ns=3, triplet_lifetime_ns=500000.0, triplet_quantum_yield=0.01)",20000000.0,7249,2307.4283649462986,<rotational_diffusion.src.fluorophore.PossibleStates object at 0x0000020E4C242F50>,<rotational_diffusion.src.fluorophore.FluorophoreCollection object at 0x0000020E6683E920>
<__main__.SampleProperties object at 0x0000020E6683D030>,<__main__.ExcitationProperties object at 0x0000020E6683DF30>,10,400000.0,927.6,35.13459833269765,316.0,10.099504938362077,1243.6,39.545416927881796,2.9373122691680225,0.12047527490130197,20230530_141102,[],2,"(0, 1, 0)",0.25,"(1, 0, 0)","mScarlet(singlet_lifetime_ns=3, triplet_lifetime_ns=500000.0, triplet_quantum_yield=0.01)",20000000.0,7249,2307.4283649462986,<rotational_diffusion.src.fluorophore.PossibleStates object at 0x0000020E4C242F50>,<rotational_diffusion.src.fluorophore.FluorophoreCollection object at 0x0000020E6683F220>
<__main__.SampleProperties object at 0x0000020E6683BC70>,<__main__.ExcitationProperties object at 0x0000020E6683F3D0>,10,410000.0,883.8,20.764392598869826,302.4,15.25909564816998,1186.2,19.77776529337933,2.9319717333158852,0.19564961315700008,20230530_141328,[],2,"(0, 1, 0)",0.25,"(1, 0, 0)","mScarlet(singlet_lifetime_ns=3, triplet_lifetime_ns=500000.0, triplet_quantum_yield=0.01)",20000000.0,7249,2307.4283649462986,<rotational_diffusion.src.fluorophore.PossibleStates object at 0x0000020E4C242F50>,<rotational_diffusion.src.fluorophore.FluorophoreCollection object at 0x0000020E66837A00>
<__main__.SampleProperties object at 0x0000020E6683F4F0>,<__main__.ExcitationProperties object at 0x0000020E6683DE10>,10,420000.0,888.5,24.8927700346908,293.8,11.097747519204066,1182.3,29.739031591496047,3.027573671432709,0.12200557889822602,20230530_141552,[],2,"(0, 1, 0)",0.25,"(1, 0, 0)","mScarlet(singlet_lifetime_ns=3, triplet_lifetime_ns=500000.0, triplet_quantum_yield=0.01)",20000000.0,7249,2307.4283649462986,<rotational_diffusion.src.fluorophore.PossibleStates object at 0x0000020E4C242F50>,<rotational_diffusion.src.fluorophore.FluorophoreCollection object at 0x0000020E6683EC20>
<__main__.SampleProperties object at 0x0000020E6683F310>,<__main__.ExcitationProperties object at 0x0000020E6683ED70>,10,430000.0,868.4,30.153606749442098,301.2,25.732469760984856,1169.6,26.22289076360575,2.9093882132830062,0.31774088151340385,20230530_141826,[],2,"(0, 1, 0)",0.25,"(1, 0, 0)","mScarlet(singlet_lifetime_ns=3, triplet_lifetime_ns=500000.0, triplet_quantum_yield=0.01)",20000000.0,7249,2307.4283649462986,<rotational_diffusion.src.fluorophore.PossibleStates object at 0x0000020E4C242F50>,<rotational_diffusion.src.fluorophore.FluorophoreCollection object at 0x0000020E6683F5E0>
