molecule,num_molecules,rotational_diffusion_time_ns,rotational_diffusion_time_ns_unpied,collection_time_point_ns,collection_time_point_us,repetitions,excitation_scheme,singlet_polarization,singlet_intensity,crescent_polarization,crescent_intensity,trigger_polarization,trigger_intensity,num_x,num_y,total_num,ratio_xy_mean,ratio_xy_std,calculated_lifetime_mean,calculated_lifetime_std,datetime,trigger_number,collection_start_time
<class 'rotational_diffusion.src.variables.molecule_properties.Venus'>,20000000.0,22773.40514587241,7249.0,480000,480.0,10,<function gentle_check at 0x000001BDE36E0E50>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,12855,4343,21653,2.9666756307003634,0.17174433267173533,480025.9246130857,0.025324824718606847,20230508175459,1,480025
<class 'rotational_diffusion.src.variables.molecule_properties.Venus'>,20000000.0,22773.40514587241,7249.0,490000,490.0,10,<function gentle_check at 0x000001BDE36E0E50>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,12494,4298,21082,2.9104790299875796,0.12842253677251994,490025.91740652116,0.023197753613544377,20230508175539,1,490025
<class 'rotational_diffusion.src.variables.molecule_properties.Venus'>,20000000.0,22773.40514587241,7249.0,500000,500.0,10,<function gentle_check at 0x000001BDE36E0E50>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,12485,4316,21106,2.9040971277856156,0.22231420282060596,500025.9274810059,0.028912466114043852,20230508175621,1,500025
<class 'rotational_diffusion.src.variables.molecule_properties.Venus'>,20000000.0,22773.40514587241,7249.0,510000,510.0,10,<function gentle_check at 0x000001BDE36E0E50>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,12368,4298,20854,2.881338412822684,0.11117836563493437,510025.90422618215,0.025750152922150247,20230508175702,1,510025
<class 'rotational_diffusion.src.variables.molecule_properties.Venus'>,20000000.0,22773.40514587241,7249.0,520000,520.0,10,<function gentle_check at 0x000001BDE36E0E50>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,12193,4155,20554,2.9361614781401344,0.12154554324644803,520025.9346441227,0.02564908181589264,20230508175746,1,520025
<class 'rotational_diffusion.src.variables.molecule_properties.Venus'>,20000000.0,22773.40514587241,7249.0,530000,530.0,10,<function gentle_check at 0x000001BDE36E0E50>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,12222,4191,20595,2.9226022256402806,0.1473558723750926,530025.9177120549,0.0313499295569551,20230508175822,1,530025
<class 'rotational_diffusion.src.variables.molecule_properties.Venus'>,20000000.0,22773.40514587241,7249.0,540000,540.0,10,<function gentle_check at 0x000001BDE36E0E50>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,12048,4148,20267,2.90773241995372,0.1260919348773863,540025.9120858551,0.02654038908355668,20230508175848,1,540025
<class 'rotational_diffusion.src.variables.molecule_properties.Venus'>,20000000.0,22773.40514587241,7249.0,550000,550.0,10,<function gentle_check at 0x000001BDE36E0E50>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,12037,4154,20286,2.904975452944823,0.15199506902696855,550025.9243582643,0.04364871346309228,20230508175935,1,550025
<class 'rotational_diffusion.src.variables.molecule_properties.Venus'>,20000000.0,22773.40514587241,7249.0,560000,560.0,10,<function gentle_check at 0x000001BDE36E0E50>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,11751,4047,19751,2.912154537165308,0.18477776057681605,560025.9093772552,0.03908349290098893,20230508180018,1,560025
<class 'rotational_diffusion.src.variables.molecule_properties.Venus'>,20000000.0,22773.40514587241,7249.0,570000,570.0,10,<function gentle_check at 0x000001BDE36E0E50>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,11695,3971,19678,2.9488927066199273,0.10989133128373398,570025.9155711576,0.01275247046928124,20230508180109,1,570025
<class 'rotational_diffusion.src.variables.molecule_properties.Venus'>,20000000.0,22773.40514587241,7249.0,580000,580.0,10,<function gentle_check at 0x000001BDE36E0E50>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,11585,3947,19386,2.9397068011956025,0.1359262658188661,580025.9123541426,0.02817597003725376,20230508180205,1,580025
<class 'rotational_diffusion.src.variables.molecule_properties.Venus'>,20000000.0,22773.40514587241,7249.0,590000,590.0,10,<function gentle_check at 0x000001BDE36E0E50>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,11369,3910,19169,2.914673205100149,0.1819129720540339,590025.9092026259,0.03625618873392309,20230508180258,1,590025
<class 'rotational_diffusion.src.variables.molecule_properties.Venus'>,20000000.0,22773.40514587241,7249.0,600000,600.0,10,<function gentle_check at 0x000001BDE36E0E50>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,11308,3927,19171,2.8832812975458175,0.11497376944188381,600025.932430206,0.036862306277056195,20230508180357,1,600025
<class 'rotational_diffusion.src.variables.molecule_properties.Venus'>,20000000.0,22773.40514587241,7249.0,610000,610.0,10,<function gentle_check at 0x000001BDE36E0E50>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,11230,3954,19028,2.8427479562703666,0.10350174982143855,610025.9242841214,0.024904022270111317,20230508180450,1,610025
<class 'rotational_diffusion.src.variables.molecule_properties.Venus'>,20000000.0,22773.40514587241,7249.0,620000,620.0,10,<function gentle_check at 0x000001BDE36E0E50>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,10974,3792,18623,2.908499866190692,0.20777021674427215,620025.9104091342,0.0342575610023379,20230508180548,1,620025
<class 'rotational_diffusion.src.variables.molecule_properties.Venus'>,20000000.0,22773.40514587241,7249.0,630000,630.0,10,<function gentle_check at 0x000001BDE36E0E50>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,11084,3708,18599,2.9948246104302263,0.1698364546066643,630025.8935082065,0.03341979875033841,20230508180641,1,630025
<class 'rotational_diffusion.src.variables.molecule_properties.Venus'>,20000000.0,22773.40514587241,7249.0,640000,640.0,10,<function gentle_check at 0x000001BDE36E0E50>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,10962,3654,18257,3.00506230900415,0.1528934253291828,640025.925868711,0.033562412073166195,20230508180734,1,640025
<class 'rotational_diffusion.src.variables.molecule_properties.Venus'>,20000000.0,22773.40514587241,7249.0,650000,650.0,10,<function gentle_check at 0x000001BDE36E0E50>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,10593,3677,18002,2.885309625648476,0.1302079774974728,650025.9067918665,0.03883159857607218,20230508180832,1,650025
<class 'rotational_diffusion.src.variables.molecule_properties.Venus'>,20000000.0,22773.40514587241,7249.0,660000,660.0,10,<function gentle_check at 0x000001BDE36E0E50>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,10518,3639,17858,2.894403257953154,0.15649071786657473,660025.923641225,0.03995676731647199,20230508180920,1,660025
<class 'rotational_diffusion.src.variables.molecule_properties.Venus'>,20000000.0,22773.40514587241,7249.0,670000,670.0,10,<function gentle_check at 0x000001BDE36E0E50>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,10692,3607,17884,2.966124984113104,0.1029392453962181,670025.9268859545,0.03686733796050913,20230508181005,1,670025
<class 'rotational_diffusion.src.variables.molecule_properties.Venus'>,20000000.0,22773.40514587241,7249.0,680000,680.0,10,<function gentle_check at 0x000001BDE36E0E50>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,10619,3476,17727,3.058407256102929,0.12941214258815162,680025.9210120802,0.030022352773598337,20230508181057,1,680025
<class 'rotational_diffusion.src.variables.molecule_properties.Venus'>,20000000.0,22773.40514587241,7249.0,690000,690.0,10,<function gentle_check at 0x000001BDE36E0E50>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,10281,3508,17339,2.9368151288281537,0.12986160045111167,690025.9092524729,0.03738622610469468,20230508181153,1,690025
<class 'rotational_diffusion.src.variables.molecule_properties.Venus'>,20000000.0,22773.40514587241,7249.0,700000,700.0,10,<function gentle_check at 0x000001BDE36E0E50>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,10237,3454,17192,2.967514432383188,0.14474761219988574,700025.9170162689,0.027190932154335906,20230508181248,1,700025
<class 'rotational_diffusion.src.variables.molecule_properties.Venus'>,20000000.0,22773.40514587241,7249.0,710000,710.0,10,<function gentle_check at 0x000001BDE36E0E50>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,10061,3478,16896,2.8951377382073056,0.11262402644943374,710025.9239597942,0.02563949552812259,20230508181342,1,710025
<class 'rotational_diffusion.src.variables.molecule_properties.Venus'>,20000000.0,22773.40514587241,7249.0,720000,720.0,10,<function gentle_check at 0x000001BDE36E0E50>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,9924,3440,16824,2.8911961729354694,0.15578908843580813,720025.9100878955,0.04597141376105941,20230508181426,1,720025
<class 'rotational_diffusion.src.variables.molecule_properties.Venus'>,20000000.0,22773.40514587241,7249.0,730000,730.0,10,<function gentle_check at 0x000001BDE36E0E50>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,10045,3404,16888,2.9620003202255596,0.20629196533867564,730025.9124204812,0.022262233735717427,20230508181522,1,730025
<class 'rotational_diffusion.src.variables.molecule_properties.Venus'>,20000000.0,22773.40514587241,7249.0,740000,740.0,10,<function gentle_check at 0x000001BDE36E0E50>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,9864,3420,16716,2.889702274230725,0.1521103657105979,740025.9385196132,0.05098166772272969,20230508181605,1,740025
