molecule,num_molecules,rotational_diffusion_time_ns,rotational_diffusion_time_ns_unpied,collection_time_point_ns,collection_time_point_us,repetitions,excitation_scheme,singlet_polarization,singlet_intensity,crescent_polarization,crescent_intensity,trigger_polarization,trigger_intensity,num_x,num_y,total_num,ratio_xy_mean,ratio_xy_std,calculated_lifetime_mean,calculated_lifetime_std,datetime,trigger_number,collection_start_time
<class 'rotational_diffusion.src.variables.molecule_properties.Venus'>,20000000.0,22773.40514587241,7249.0,10000,10.0,5,<function gentle_check at 0x0000020E44E30E50>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,8822,3749,15654,2.3536026258441205,0.028302057803079123,10025.91989363363,0.019316131401227066,20230508152813,1,10025
<class 'rotational_diffusion.src.variables.molecule_properties.Venus'>,20000000.0,22773.40514587241,7249.0,20000,20.0,5,<function gentle_check at 0x0000020E44E30E50>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,9743,3499,16525,2.78468423316668,0.04185792893773759,20025.925406473965,0.020581095632367707,20230508152817,1,20025
<class 'rotational_diffusion.src.variables.molecule_properties.Venus'>,20000000.0,22773.40514587241,7249.0,30000,30.0,5,<function gentle_check at 0x0000020E44E30E50>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,9983,3444,16840,2.9032076748822684,0.13978438157871217,30025.899111759092,0.019369609422180453,20230508152822,1,30025
<class 'rotational_diffusion.src.variables.molecule_properties.Venus'>,20000000.0,22773.40514587241,7249.0,40000,40.0,5,<function gentle_check at 0x0000020E44E30E50>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,9964,3396,16704,2.9339221771868247,0.07273088487337932,40025.909737837224,0.021883893814267384,20230508152826,1,40025
<class 'rotational_diffusion.src.variables.molecule_properties.Venus'>,20000000.0,22773.40514587241,7249.0,50000,50.0,5,<function gentle_check at 0x0000020E44E30E50>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,9819,3278,16402,2.9965433690317607,0.07995454139048501,50025.92410496776,0.008647234609582815,20230508152832,1,50025
<class 'rotational_diffusion.src.variables.molecule_properties.Venus'>,20000000.0,22773.40514587241,7249.0,60000,60.0,5,<function gentle_check at 0x0000020E44E30E50>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,9939,3271,16430,3.0404891370363467,0.09641328678386912,60025.928840393746,0.014205432375131572,20230508152838,1,60025
<class 'rotational_diffusion.src.variables.molecule_properties.Venus'>,20000000.0,22773.40514587241,7249.0,70000,70.0,5,<function gentle_check at 0x0000020E44E30E50>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,9477,3195,15955,2.9677099728769436,0.08650435624397289,70025.94304410747,0.04655515382543449,20230508152844,1,70025
<class 'rotational_diffusion.src.variables.molecule_properties.Venus'>,20000000.0,22773.40514587241,7249.0,80000,80.0,5,<function gentle_check at 0x0000020E44E30E50>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,9523,3271,16033,2.9152003115508407,0.10421733737792481,80025.929542858,0.009604926615616015,20230508152850,1,80025
<class 'rotational_diffusion.src.variables.molecule_properties.Venus'>,20000000.0,22773.40514587241,7249.0,90000,90.0,5,<function gentle_check at 0x0000020E44E30E50>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,9575,3247,16120,2.9497870071700527,0.0894152045930574,90025.9290743188,0.01866756464398791,20230508152857,1,90025
<class 'rotational_diffusion.src.variables.molecule_properties.Venus'>,20000000.0,22773.40514587241,7249.0,100000,100.0,5,<function gentle_check at 0x0000020E44E30E50>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,9402,3232,15916,2.914284471824541,0.11996733958347337,100025.91719494539,0.016128642085530658,20230508152903,1,100025
<class 'rotational_diffusion.src.variables.molecule_properties.Venus'>,20000000.0,22773.40514587241,7249.0,110000,110.0,5,<function gentle_check at 0x0000020E44E30E50>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,9332,3077,15608,3.0369688641254493,0.1144480990472458,110025.91190016673,0.02004661490704881,20230508152910,1,110025
<class 'rotational_diffusion.src.variables.molecule_properties.Venus'>,20000000.0,22773.40514587241,7249.0,120000,120.0,5,<function gentle_check at 0x0000020E44E30E50>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,8964,3160,15260,2.8410916782747235,0.11330208794008181,120025.93015031097,0.0290471263005849,20230508152917,1,120025
<class 'rotational_diffusion.src.variables.molecule_properties.Venus'>,20000000.0,22773.40514587241,7249.0,130000,130.0,5,<function gentle_check at 0x0000020E44E30E50>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,9099,3219,15440,2.8277224955776807,0.05478015291827551,130025.90052201913,0.024317440282860814,20230508152925,1,130025
<class 'rotational_diffusion.src.variables.molecule_properties.Venus'>,20000000.0,22773.40514587241,7249.0,140000,140.0,5,<function gentle_check at 0x0000020E44E30E50>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,8947,2992,15034,2.994840493138061,0.12630332076711911,140025.91417942222,0.0220129044525809,20230508152934,1,140025
<class 'rotational_diffusion.src.variables.molecule_properties.Venus'>,20000000.0,22773.40514587241,7249.0,150000,150.0,5,<function gentle_check at 0x0000020E44E30E50>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,8950,3036,15084,2.9490611340084625,0.08358979590586504,150025.90133302112,0.022585783681923665,20230508152941,1,150025
<class 'rotational_diffusion.src.variables.molecule_properties.Venus'>,20000000.0,22773.40514587241,7249.0,160000,160.0,5,<function gentle_check at 0x0000020E44E30E50>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,8777,3022,14869,2.905526335482697,0.06547121663588461,160025.91762704123,0.033075044568363715,20230508152950,1,160025
<class 'rotational_diffusion.src.variables.molecule_properties.Venus'>,20000000.0,22773.40514587241,7249.0,170000,170.0,5,<function gentle_check at 0x0000020E44E30E50>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,8749,2983,14591,2.9379031912981044,0.1161011624657425,170025.9441077958,0.02245711803070264,20230508152958,1,170025
<class 'rotational_diffusion.src.variables.molecule_properties.Venus'>,20000000.0,22773.40514587241,7249.0,180000,180.0,5,<function gentle_check at 0x0000020E44E30E50>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,8511,2944,14307,2.891000018001359,0.0695871080609328,180025.88725211954,0.02709769811168782,20230508153007,1,180025
<class 'rotational_diffusion.src.variables.molecule_properties.Venus'>,20000000.0,22773.40514587241,7249.0,190000,190.0,5,<function gentle_check at 0x0000020E44E30E50>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,8319,2859,14090,2.913066495512056,0.1376232122088641,190025.90542627097,0.025725511264906086,20230508153017,1,190025
<class 'rotational_diffusion.src.variables.molecule_properties.Venus'>,20000000.0,22773.40514587241,7249.0,200000,200.0,5,<function gentle_check at 0x0000020E44E30E50>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,8364,2848,14085,2.941085788142705,0.11702249095058408,200025.92932107992,0.02696958678995887,20230508153026,1,200025
