molecule,num_molecules,rotational_diffusion_time_ns,rotational_diffusion_time_ns_unpied,collection_time_point_ns,collection_time_point_us,repetitions,excitation_scheme,singlet_polarization,singlet_intensity,crescent_polarization,crescent_intensity,trigger_polarization,trigger_intensity,num_x,num_y,total_num,ratio_xy_mean,ratio_xy_std,calculated_lifetime_mean,calculated_lifetime_std,datetime,trigger_number,collection_start_time
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,22773.40514587241,7249.0,10000,10.0,5,<function gentle_check at 0x000001CA04095EA0>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,8681,3604,15330,2.4097064427998185,0.0814385129597214,10026.364260477803,0.03470000119954135,20230509091631,1,10025
<class 'rotational_diffusion.src.variables.molecule_properties.mScarlet'>,20000000.0,22773.40514587241,7249.0,20000,20.0,5,<function gentle_check at 0x000001CA04095EA0>,"(0, 1, 0)",2,"(1, 0, 0)",0,"(1, 0, 0)",0.25,9519,3553,16407,2.688734855230108,0.18314395183967977,20026.341855898623,0.04005750065567675,20230509091633,1,20025
